id,name,businessName,sector,subSector,industry,location,district,phone,email,website,source,score,enrichmentLevel,validationStatus,createdAt,slug,socialLinks,enriched,folder,stage,whatsapp,keyPeople_name,keyPeople_title,keyPeople_email,keyPeople_linkedin,keyPeople_phone,keyPeople_source,_sources,_key_name,_key_phone,_source,input_id,link,title,category,address,open_hours,plus_code,review_count,review_rating,latitude,longitude,cid,status,reviews_link,timezone,price_range,data_id,place_id,reservations,order_online,menu,owner,complete_address,credit_cards_accepted,about,emails
,,,,,,,,0707 776 2377,,https://www.parceldash.ng/,,,,,,,,,,,,,,,,,,,parceldash,07077762377,gmaps_master,,https://www.google.com/maps/place/Parceldash/data=!4m7!3m6!1s0x104e098ffed8eb97:0x3809eda45ef9ea9e!8m2!3d9.0257921!4d7.5775368!16s%2Fg%2F11xt9ypqjd!19sChIJl-vY_o8JThARnur5XqTtCTg?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,Parceldash,Logistics service,"Suit A16, Parceldash, POWA Plaza, Nyanya, Karu, Abuja 900110, Federal Capital Territory","{""Friday"":[""8 am–6 pm""],""Monday"":[""8 am–6 pm""],""Saturday"":[""8 am–8 pm""],""Sunday"":[""Closed""],""Thursday"":[""8 am–6 pm""],""Tuesday"":[""8 am–6 pm""],""Wednesday"":[""8 am–6 pm""]}",2HGH+82 Abuja,29.0,4.7,9.025792,7.577537,4.0380198311382164e+18,,,Africa/Lagos,,0x104e098ffed8eb97:0x3809eda45ef9ea9e,ChIJl-vY_o8JThARnur5XqTtCTg,,,,"{""id"":""107337515271615093122"",""name"":""Parceldash (Owner)"",""link"":""https://www.google.com/maps/contrib/107337515271615093122""}","{""borough"":""Karu"",""street"":""Suit A16, POWA Plaza, Nyanya"",""city"":""Abuja"",""postal_code"":""900110"",""state"":""Federal Capital Territory"",""country"":""NG""}",,,
,,,,,,,,0816 844 3338,,https://foodma.co/,,,,,,,,,,,,,,,,,,,foodma,08168443338,gmaps_master,,https://www.google.com/maps/place/Foodma/data=!4m7!3m6!1s0xfd263019b7d962d:0x36aa7b0665cab531!8m2!3d9.0338725!4d8.6707713!16s%2Fg%2F11yw21g5s9!19sChIJLZZ9mwFj0g8RMbXKZQZ7qjY?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,Foodma,Delivery service,,{},,0.0,0.0,9.033872,8.670771,3.939096091496724e+18,,,Africa/Lagos,,0xfd263019b7d962d:0x36aa7b0665cab531,ChIJLZZ9mwFj0g8RMbXKZQZ7qjY,,,,"{""id"":""110410971214190141968"",""name"":""Foodma (Owner)"",""link"":""https://www.google.com/maps/contrib/110410971214190141968""}","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",,,
,,,,,,,,0703 955 8747,,,,,,,,,,,,,,,,,,,,,godshandsprintingpress,07039558747,gmaps_master,,https://www.google.com/maps/place/God%27sHands+Printing+Press/data=!4m7!3m6!1s0x104e09bbe132d131:0x640aed823e1ef9e!8m2!3d9.0670283!4d7.4627206!16s%2Fg%2F11ry7y6rm6!19sChIJMdEy4bsJThARnu_hI9iuQAY?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,God'sHands Printing Press,Print shop,"Nyanya Rd, Wuse, Abuja 900001, Federal Capital Territory","{""Friday"":[""Open 24 hours""],""Monday"":[""Open 24 hours""],""Saturday"":[""Open 24 hours""],""Sunday"":[""Open 24 hours""],""Thursday"":[""Open 24 hours""],""Tuesday"":[""Open 24 hours""],""Wednesday"":[""Open 24 hours""]}",3F87+R3 Abuja,3.0,5.0,9.067028,7.462721,4.50552206075228e+17,,,Africa/Lagos,,0x104e09bbe132d131:0x640aed823e1ef9e,ChIJMdEy4bsJThARnu_hI9iuQAY,,,,"{""id"":""103045475258013472864"",""name"":""God'sHands Printing Press (Owner)"",""link"":""https://www.google.com/maps/contrib/103045475258013472864""}","{""borough"":""Wuse"",""street"":""Nyanya Rd"",""city"":""Abuja"",""postal_code"":""900001"",""state"":""Federal Capital Territory"",""country"":""NG""}",,"[{""id"":""service_options"",""name"":""Service options"",""options"":[{""name"":""Delivery"",""enabled"":true}]}]",
,,,,,,,,0802 328 6007,,,,,,,,,,,,,,,,,,,,,choicelounge,08023286007,gmaps_master,,https://www.google.com/maps/place/Choice+lounge/data=!4m7!3m6!1s0x104e09b6306f7811:0x137793fce355001f!8m2!3d9.0260985!4d7.5745123!16s%2Fg%2F11gjxtwd89!19sChIJEXhvMLYJThARHwBV4_yTdxM?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,Choice lounge,Bar & grill,"Beside Nyanya Shopping complex, opposite Access Bank, Nyanya, New Karu, Federal Capital Territory","{""Friday"":[""7 am–12 am""],""Monday"":[""7 am–12 am""],""Saturday"":[""7 am–12 am""],""Sunday"":[""7 am–12 am""],""Thursday"":[""7 am–12 am""],""Tuesday"":[""7 am–12 am""],""Wednesday"":[""7 am–12 am""]}",2HGF+CR New Karu,57.0,3.9,9.026098,7.574512,1.402752523304239e+18,Brunch,,Africa/Lagos,"₦1–10,000",0x104e09b6306f7811:0x137793fce355001f,ChIJEXhvMLYJThARHwBV4_yTdxM,,,,"{""id"":""115056615763237139578"",""name"":""Choice lounge (Owner)"",""link"":""https://www.google.com/maps/contrib/115056615763237139578""}","{""borough"":""Nyanya"",""street"":""Beside Nyanya Shopping complex, opposite Access Bank"",""city"":""New Karu"",""postal_code"":"""",""state"":""Federal Capital Territory"",""country"":""NG""}",,"[{""id"":""service_options"",""name"":""Service options"",""options"":[{""name"":""Outdoor seating"",""enabled"":true},{""name"":""Delivery"",""enabled"":true},{""name"":""Drive-through"",""enabled"":true},{""name"":""Takeaway"",""enabled"":true},{""name"":""Dine-in"",""enabled"":true}]},{""id"":""highlights"",""name"":""Highlights"",""options"":[{""name"":""Great beer selection"",""enabled"":true},{""name"":""Great cocktails"",""enabled"":true},{""name"":""Great wine list"",""enabled"":true}]},{""id"":""popular_for"",""name"":""Popular for"",""options"":[{""name"":""Lunch"",""enabled"":true},{""name"":""Dinner"",""enabled"":true},{""name"":""Solo dining"",""enabled"":true}]},{""id"":""accessibility"",""name"":""Accessibility"",""options"":[{""name"":""Wheelchair-accessible toilet"",""enabled"":true}]},{""id"":""offerings"",""name"":""Offerings"",""options"":[{""name"":""Alcohol"",""enabled"":true},{""name"":""Beer"",""enabled"":true},{""name"":""Cocktails"",""enabled"":true},{""name"":""Dancing"",""enabled"":true},{""name"":""Food"",""enabled"":true},{""name"":""Food at bar"",""enabled"":true},{""name"":""Happy-hour drinks"",""enabled"":true},{""name"":""Late-night food"",""enabled"":true},{""name"":""Quick bite"",""enabled"":true},{""name"":""Small plates"",""enabled"":true},{""name"":""Spirits"",""enabled"":true},{""name"":""Vegan options"",""enabled"":true},{""name"":""Vegetarian options"",""enabled"":true},{""name"":""Wine"",""enabled"":true}]},{""id"":""dining_options"",""name"":""Dining options"",""options"":[{""name"":""Brunch"",""enabled"":true},{""name"":""Lunch"",""enabled"":true},{""name"":""Dinner"",""enabled"":true},{""name"":""Catering"",""enabled"":true},{""name"":""Seating"",""enabled"":true},{""name"":""Table service"",""enabled"":true}]},{""id"":""amenities"",""name"":""Amenities"",""options"":[{""name"":""Bar on site"",""enabled"":true},{""name"":""Toilet"",""enabled"":true}]},{""id"":""atmosphere"",""name"":""Atmosphere"",""options"":[{""name"":""Casual"",""enabled"":true},{""name"":""Cosy"",""enabled"":true},{""name"":""Quiet"",""enabled"":true},{""name"":""Trendy"",""enabled"":true}]},{""id"":""crowd"",""name"":""Crowd"",""options"":[{""name"":""Groups"",""enabled"":true}]},{""id"":""planning"",""name"":""Planning"",""options"":[{""name"":""Brunch reservations recommended"",""enabled"":true},{""name"":""Lunch reservations recommended"",""enabled"":true},{""name"":""Accepts reservations"",""enabled"":true}]},{""id"":""payments"",""name"":""Payments"",""options"":[{""name"":""Credit cards"",""enabled"":true},{""name"":""Debit cards"",""enabled"":true},{""name"":""NFC mobile payments"",""enabled"":true}]},{""id"":""children"",""name"":""Children"",""options"":[{""name"":""Good for kids"",""enabled"":true},{""name"":""High chairs"",""enabled"":true},{""name"":""Kids' menu"",""enabled"":true}]},{""id"":""parking"",""name"":""Parking"",""options"":[{""name"":""Free multi-storey car park"",""enabled"":true},{""name"":""Free of charge street parking"",""enabled"":true},{""name"":""Free parking lot"",""enabled"":true}]}]",
,,,,,,,,0916 666 9422,,http://www.vitagladexpress.com/,,,,,,,,,,,,,,,,,,,vitagladexpressltd,09166669422,gmaps_master,,https://www.google.com/maps/place/VITAGLAD+EXPRESS+LTD/data=!4m7!3m6!1s0x104e09e2a09684d5:0xb4ffd3d707586c20!8m2!3d9.0267715!4d7.5794052!16s%2Fg%2F11yj7yfkyl!19sChIJ1YSWoOIJThARIGxYB9fT_7Q?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,VITAGLAD EXPRESS LTD,Logistics service,"Block J Suite 12, VITAGLAD EXPRESS LTD, POWA Plaza, Along Abuja-Keffi Rd, Nyanya, AMAC 900007, Federal Capital Territory","{""Friday"":[""8 am–7 pm""],""Monday"":[""8 am–7 pm""],""Saturday"":[""8 am–7 pm""],""Sunday"":[""Closed""],""Thursday"":[""8 am–7 pm""],""Tuesday"":[""8 am–7 pm""],""Wednesday"":[""8 am–7 pm""]}",2HGH+PQ Ado,2.0,5.0,9.026771,7.579405,1.3042375966382911e+19,,,Africa/Lagos,,0x104e09e2a09684d5:0xb4ffd3d707586c20,ChIJ1YSWoOIJThARIGxYB9fT_7Q,,,,"{""id"":""102176582457882408493"",""name"":""VITAGLAD EXPRESS LTD (Owner)"",""link"":""https://www.google.com/maps/contrib/102176582457882408493""}","{""borough"":""Nyanya"",""street"":""Block J Suite 12, POWA Plaza, Along Abuja-Keffi Rd"",""city"":""AMAC"",""postal_code"":""900007"",""state"":""Federal Capital Territory"",""country"":""NG""}",,"[{""id"":""parking"",""name"":""Parking"",""options"":[{""name"":""Free of charge street parking"",""enabled"":true},{""name"":""Free parking lot"",""enabled"":true}]}]",
,,,,,,,,0806 788 1084,,,,,,,,,,,,,,,,,,,,,samponaguestinn,08067881084,gmaps_master,,https://www.google.com/maps/place/Sampona+Guest+Inn/data=!4m7!3m6!1s0x104e08d184c99b3d:0xa3ac91bdd06cd355!8m2!3d9.0292208!4d7.5767765!16s%2Fg%2F1q5blf0g9!19sChIJPZvJhNEIThARVdNs0L2RrKM?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,Sampona Guest Inn,Bar,"Area E Mopol Road, Nyanya, Abuja 900101, Federal Capital Territory","{""Friday"":[""Open 24 hours""],""Monday"":[""Open 24 hours""],""Saturday"":[""Open 24 hours""],""Sunday"":[""Open 24 hours""],""Thursday"":[""Open 24 hours""],""Tuesday"":[""Open 24 hours""],""Wednesday"":[""Open 24 hours""]}",2HHG+MP Abuja,25.0,3.7,9.029221,7.576776,1.1793961768608125e+19,,,Africa/Lagos,,0x104e08d184c99b3d:0xa3ac91bdd06cd355,ChIJPZvJhNEIThARVdNs0L2RrKM,,,,"{""id"":"""",""name"":""Sampona Guest Inn (Owner)"",""link"":""""}","{""borough"":""Nyanya"",""street"":""Area E Mopol Road"",""city"":""Abuja"",""postal_code"":"""",""state"":""Federal Capital Territory"",""country"":""NG""}",,"[{""id"":""service_options"",""name"":""Service options"",""options"":[{""name"":""Outdoor seating"",""enabled"":true},{""name"":""Delivery"",""enabled"":true},{""name"":""Takeaway"",""enabled"":true},{""name"":""Dine-in"",""enabled"":true}]},{""id"":""highlights"",""name"":""Highlights"",""options"":[{""name"":""Great beer selection"",""enabled"":true},{""name"":""Great wine list"",""enabled"":true},{""name"":""Sport"",""enabled"":true}]},{""id"":""popular_for"",""name"":""Popular for"",""options"":[{""name"":""Solo dining"",""enabled"":true}]},{""id"":""accessibility"",""name"":""Accessibility"",""options"":[{""name"":""Wheelchair-accessible car park"",""enabled"":true},{""name"":""Wheelchair-accessible entrance"",""enabled"":true},{""name"":""Wheelchair-accessible toilet"",""enabled"":true}]},{""id"":""offerings"",""name"":""Offerings"",""options"":[{""name"":""Alcohol"",""enabled"":true},{""name"":""Beer"",""enabled"":true},{""name"":""Food"",""enabled"":true},{""name"":""Food at bar"",""enabled"":true},{""name"":""Spirits"",""enabled"":true},{""name"":""Wine"",""enabled"":true}]},{""id"":""dining_options"",""name"":""Dining options"",""options"":[{""name"":""Seating"",""enabled"":true},{""name"":""Table service"",""enabled"":true}]},{""id"":""amenities"",""name"":""Amenities"",""options"":[{""name"":""Toilet"",""enabled"":true}]},{""id"":""atmosphere"",""name"":""Atmosphere"",""options"":[{""name"":""Casual"",""enabled"":true}]},{""id"":""crowd"",""name"":""Crowd"",""options"":[{""name"":""Groups"",""enabled"":true}]},{""id"":""planning"",""name"":""Planning"",""options"":[{""name"":""Accepts reservations"",""enabled"":true}]},{""id"":""payments"",""name"":""Payments"",""options"":[{""name"":""Credit cards"",""enabled"":true},{""name"":""Debit cards"",""enabled"":true},{""name"":""NFC mobile payments"",""enabled"":true}]},{""id"":""parking"",""name"":""Parking"",""options"":[{""name"":""Free of charge street parking"",""enabled"":true},{""name"":""Free parking lot"",""enabled"":true}]}]",
,,,,,,,,0806 698 0868,,,,,,,,,,,,,,,,,,,,,stenfastfood,08066980868,gmaps_master,,https://www.google.com/maps/place/Sten+Fast+Food/data=!4m7!3m6!1s0x104e08d16da3dd65:0xb37f008ba5a847db!8m2!3d9.0298739!4d7.5754189!16s%2Fg%2F11b5pj6rpn!19sChIJZd2jbdEIThAR20eopYsAf7M?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,Sten Fast Food,Restaurant,"Block 200, Area B, Nyanya, Federal Capital Territory",{},2HHG+W5 Ado,2.0,4.0,9.029874,7.575419,1.2934057254611077e+19,,,Africa/Lagos,,0x104e08d16da3dd65:0xb37f008ba5a847db,ChIJZd2jbdEIThAR20eopYsAf7M,,,,"{""id"":"""",""name"":""Sten Fast Food (Owner)"",""link"":""""}","{""borough"":""Nyanya"",""street"":""Block 200, Area B, Nyanya"",""city"":""Ado"",""postal_code"":"""",""state"":""Federal Capital Territory"",""country"":""NG""}",,"[{""id"":""service_options"",""name"":""Service options"",""options"":[{""name"":""Delivery"",""enabled"":true},{""name"":""Takeaway"",""enabled"":true},{""name"":""Dine-in"",""enabled"":true}]},{""id"":""popular_for"",""name"":""Popular for"",""options"":[{""name"":""Lunch"",""enabled"":true},{""name"":""Dinner"",""enabled"":true},{""name"":""Solo dining"",""enabled"":true}]},{""id"":""offerings"",""name"":""Offerings"",""options"":[{""name"":""Quick bite"",""enabled"":true},{""name"":""Small plates"",""enabled"":true}]},{""id"":""dining_options"",""name"":""Dining options"",""options"":[{""name"":""Lunch"",""enabled"":true},{""name"":""Dinner"",""enabled"":true},{""name"":""Catering"",""enabled"":true},{""name"":""Table service"",""enabled"":true}]},{""id"":""atmosphere"",""name"":""Atmosphere"",""options"":[{""name"":""Casual"",""enabled"":true}]},{""id"":""crowd"",""name"":""Crowd"",""options"":[{""name"":""Groups"",""enabled"":true}]},{""id"":""payments"",""name"":""Payments"",""options"":[{""name"":""Credit cards"",""enabled"":true},{""name"":""Debit cards"",""enabled"":true}]},{""id"":""children"",""name"":""Children"",""options"":[{""name"":""Good for kids"",""enabled"":true}]},{""id"":""parking"",""name"":""Parking"",""options"":[{""name"":""Free of charge street parking"",""enabled"":true},{""name"":""Free parking lot"",""enabled"":true}]}]",
,,,,,,,,0701 761 1127,,,,,,,,,,,,,,,,,,,,,masefoodcalabarkitchen,07017611127,gmaps_master,,https://www.google.com/maps/place/Mase+Food+%28Calabar+Kitchen%29/data=!4m7!3m6!1s0x104e093186f00373:0x15ef7e604fc31f07!8m2!3d9.028125!4d7.5690332!16s%2Fg%2F11rc4sb2yq!19sChIJcwPwhjEJThARBx_DT2B-7xU?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,Mase Food (Calabar Kitchen),Restaurant,"2HH9+7J3 Mase Food (Calabar Kitchen), Second Rd, Nyanya, Abuja 900101, Federal Capital Territory","{""Friday"":[""8 am–10 pm""],""Monday"":[""8 am–10 pm""],""Saturday"":[""8 am–10 pm""],""Sunday"":[""11 am–10 pm""],""Thursday"":[""8 am–10 pm""],""Tuesday"":[""8 am–10 pm""],""Wednesday"":[""8 am–10 pm""]}",,0.0,0.0,9.028125,7.569033,1.5806209463504812e+18,,,Africa/Lagos,,0x104e093186f00373:0x15ef7e604fc31f07,ChIJcwPwhjEJThARBx_DT2B-7xU,,,,"{""id"":"""",""name"":""Mase Food (Calabar Kitchen) (Owner)"",""link"":""""}","{""borough"":""Nyanya"",""street"":""2HH9+7J3, Second Rd"",""city"":""Abuja"",""postal_code"":"""",""state"":""Federal Capital Territory"",""country"":""NG""}",,"[{""id"":""service_options"",""name"":""Service options"",""options"":[{""name"":""Delivery"",""enabled"":true},{""name"":""Takeaway"",""enabled"":true},{""name"":""Dine-in"",""enabled"":true}]},{""id"":""popular_for"",""name"":""Popular for"",""options"":[{""name"":""Lunch"",""enabled"":true},{""name"":""Dinner"",""enabled"":true}]},{""id"":""accessibility"",""name"":""Accessibility"",""options"":[{""name"":""Wheelchair-accessible toilet"",""enabled"":true}]},{""id"":""offerings"",""name"":""Offerings"",""options"":[{""name"":""Quick bite"",""enabled"":true},{""name"":""Small plates"",""enabled"":true}]},{""id"":""dining_options"",""name"":""Dining options"",""options"":[{""name"":""Lunch"",""enabled"":true},{""name"":""Dinner"",""enabled"":true},{""name"":""Catering"",""enabled"":true},{""name"":""Table service"",""enabled"":true}]},{""id"":""amenities"",""name"":""Amenities"",""options"":[{""name"":""Toilet"",""enabled"":true}]},{""id"":""atmosphere"",""name"":""Atmosphere"",""options"":[{""name"":""Casual"",""enabled"":true}]},{""id"":""crowd"",""name"":""Crowd"",""options"":[{""name"":""Groups"",""enabled"":true}]},{""id"":""planning"",""name"":""Planning"",""options"":[{""name"":""Accepts reservations"",""enabled"":true}]},{""id"":""payments"",""name"":""Payments"",""options"":[{""name"":""Credit cards"",""enabled"":true},{""name"":""Debit cards"",""enabled"":true},{""name"":""NFC mobile payments"",""enabled"":true}]},{""id"":""children"",""name"":""Children"",""options"":[{""name"":""Good for kids"",""enabled"":true}]},{""id"":""parking"",""name"":""Parking"",""options"":[{""name"":""Free of charge street parking"",""enabled"":true},{""name"":""Free parking lot"",""enabled"":true}]}]",
,,,,,,,,0805 523 7234,,,,,,,,,,,,,,,,,,,,,gabbmoreart,08055237234,gmaps_master,,https://www.google.com/maps/place/Gabb+More+Art/data=!4m7!3m6!1s0x104e0b709a4f8c79:0x422078aa29573634!8m2!3d9.0670283!4d7.4627206!16s%2Fg%2F11q8585tzw!19sChIJeYxPmnALThARNDZXKap4IEI?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,Gabb More Art,Craft store,"Ste 24, Gabb More Art, Nyanya Shopping Plaza, Wuse, Abuja 904101, Federal Capital Territory","{""Friday"":[""8 am–6 pm""],""Monday"":[""8 am–6 pm""],""Saturday"":[""8 am–6 pm""],""Sunday"":[""Closed""],""Thursday"":[""8 am–6 pm""],""Tuesday"":[""8 am–6 pm""],""Wednesday"":[""8 am–6 pm""]}",3F87+R3 Abuja,0.0,0.0,9.067028,7.462721,4.76494107799134e+18,,,Africa/Lagos,,0x104e0b709a4f8c79:0x422078aa29573634,ChIJeYxPmnALThARNDZXKap4IEI,,,,"{""id"":""117740800611659727849"",""name"":""Gabb More Art (Owner)"",""link"":""https://www.google.com/maps/contrib/117740800611659727849""}","{""borough"":""Wuse"",""street"":""Ste 24, Nyanya Shopping Plaza"",""city"":""Abuja"",""postal_code"":"""",""state"":""Federal Capital Territory"",""country"":""NG""}",,"[{""id"":""service_options"",""name"":""Service options"",""options"":[{""name"":""Delivery"",""enabled"":true}]},{""id"":""planning"",""name"":""Planning"",""options"":[{""name"":""Quick visit"",""enabled"":true}]},{""id"":""payments"",""name"":""Payments"",""options"":[{""name"":""Debit cards"",""enabled"":true},{""name"":""NFC mobile payments"",""enabled"":true}]}]",
,,,,,,,,0803 595 6023,,https://stirwaters.net/,,,,,,,,,,,,,,,,,,,maakwazofoodiebank,08035956023,gmaps_master,,https://www.google.com/maps/place/maakwazo+%26foodie+bank/data=!4m7!3m6!1s0x104e09108bf49c25:0xeeb5ae365b14a97e!8m2!3d9.0252911!4d7.5700488!16s%2Fg%2F11vdfhns1m!19sChIJJZz0ixAJThARfqkUWzaute4?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,maakwazo &foodie bank,Food products supplier,"House No6 Nyanya Village, Abuja 900010, Federal Capital Territory","{""Friday"":[""8 am–5:40 pm""],""Monday"":[""8 am–6:40 pm""],""Saturday"":[""8 am–6:40 pm""],""Sunday"":[""Closed""],""Thursday"":[""8 am–6:40 pm""],""Tuesday"":[""8 am–4 pm""],""Wednesday"":[""8 am–6:40 pm""]}",2HGC+42 Ado,1.0,4.0,9.025291,7.570049,1.7200845900291025e+19,,,Africa/Lagos,,0x104e09108bf49c25:0xeeb5ae365b14a97e,ChIJJZz0ixAJThARfqkUWzaute4,,,,"{""id"":""106779676702302773470"",""name"":""maakwazo \u0026foodie bank (Owner)"",""link"":""https://www.google.com/maps/contrib/106779676702302773470""}","{""borough"":""Karu"",""street"":""House No6 Nyanya Village"",""city"":""Abuja"",""postal_code"":""900010"",""state"":""Federal Capital Territory"",""country"":""NG""}",,"[{""id"":""from_the_business"",""name"":""From the business"",""options"":[{""name"":""Identifies as women-owned"",""enabled"":true}]},{""id"":""service_options"",""name"":""Service options"",""options"":[{""name"":""Delivery"",""enabled"":true}]},{""id"":""accessibility"",""name"":""Accessibility"",""options"":[{""name"":""Wheelchair-accessible seating"",""enabled"":true},{""name"":""Wheelchair-accessible toilet"",""enabled"":true}]},{""id"":""amenities"",""name"":""Amenities"",""options"":[{""name"":""Gender-neutral toilets"",""enabled"":true},{""name"":""Toilet"",""enabled"":true}]},{""id"":""payments"",""name"":""Payments"",""options"":[{""name"":""Debit cards"",""enabled"":true},{""name"":""Credit cards"",""enabled"":false,""values"":[""Mastercard"",""VISA""]}]}]",
,,,,,,,,0818 323 1063,,,,,,,,,,,,,,,,,,,,,mercysservuorydelightcakeinabujacupcakesinkarunyanya,08183231063,gmaps_master,,https://www.google.com/maps/place/mercys+servuory+delight+-+Cake+in+Abuja+Cupcakes+in+karu+nyanya/data=!4m7!3m6!1s0x104e098d2d701b1f:0x3172a7206b77471!8m2!3d9.0253693!4d7.5651572!16s%2Fg%2F11v0x1rxnq!19sChIJHxtwLY0JThARcXS3BnIqFwM?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,mercys servuory delight - Cake in Abuja Cupcakes in karu nyanya,Cake shop,"Area A extension, mercys servuory delight - Cake in Abuja Cupcakes in karu nyanya, by Richway hotel, plot 9192 Nyanya, Karu, Abuja 961105, Federal Capital Territory","{""Friday"":[""Open 24 hours""],""Monday"":[""Open 24 hours""],""Saturday"":[""Open 24 hours""],""Sunday"":[""Open 24 hours""],""Thursday"":[""Open 24 hours""],""Tuesday"":[""Open 24 hours""],""Wednesday"":[""Open 24 hours""]}",2HG8+43 Abuja,2.0,5.0,9.025369,7.565157,2.2269337580545344e+17,,,Africa/Lagos,,0x104e098d2d701b1f:0x3172a7206b77471,ChIJHxtwLY0JThARcXS3BnIqFwM,,,,"{""id"":""116661323063925739499"",""name"":""mercys servuory delight - Cake in Abuja Cupcakes in karu nyanya (Owner)"",""link"":""https://www.google.com/maps/contrib/116661323063925739499""}","{""borough"":""Karu"",""street"":""Area A extension, by Richway hotel, plot 9192 Nyanya"",""city"":""Abuja"",""postal_code"":""961105"",""state"":""Federal Capital Territory"",""country"":""NG""}",,"[{""id"":""service_options"",""name"":""Service options"",""options"":[{""name"":""Delivery"",""enabled"":true},{""name"":""Takeaway"",""enabled"":true}]},{""id"":""payments"",""name"":""Payments"",""options"":[{""name"":""Debit cards"",""enabled"":true},{""name"":""NFC mobile payments"",""enabled"":true}]}]",
,,,,,,,,0808 794 9424,,http://abuja.nearmelogistics.com.ng/,,,,,,,,,,,,,,,,,,,nearestabujadeliveryanddispatchriders,08087949424,gmaps_master,,https://www.google.com/maps/place/Nearest+Abuja+delivery+and+Dispatch+Riders/data=!4m7!3m6!1s0x104e75c0d50cc871:0x9a5ceba4d7b3610d!8m2!3d9.0645396!4d7.425311!16s%2Fg%2F11v48rq4kk!19sChIJccgM1cB1ThARDWGz16TrXJo?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,Nearest Abuja delivery and Dispatch Riders,Delivery service,"Obafemi Awolowo Wy, Utako, Abuja 900001, Federal Capital Territory","{""Friday"":[""Open 24 hours""],""Monday"":[""Open 24 hours""],""Saturday"":[""Open 24 hours""],""Sunday"":[""12–9 pm""],""Thursday"":[""Open 24 hours""],""Tuesday"":[""Open 24 hours""],""Wednesday"":[""Open 24 hours""]}",3C7G+R4 Abuja,59.0,4.6,9.06454,7.425311,1.1123024272924303e+19,,,Africa/Lagos,,0x104e75c0d50cc871:0x9a5ceba4d7b3610d,ChIJccgM1cB1ThARDWGz16TrXJo,,,,"{""id"":""105055284907243047848"",""name"":""Nearest Abuja delivery and Dispatch Riders (Owner)"",""link"":""https://www.google.com/maps/contrib/105055284907243047848""}","{""borough"":""Utako"",""street"":""Obafemi Awolowo Wy"",""city"":""Abuja"",""postal_code"":""900001"",""state"":""Federal Capital Territory"",""country"":""NG""}",,"[{""id"":""service_options"",""name"":""Service options"",""options"":[{""name"":""Online appointments"",""enabled"":true},{""name"":""On-site services"",""enabled"":true}]}]",
