source,id,name,businessName,title,sector,subSector,industry,location,district,address,phone,email,emails,website,score,enrichmentLevel,validationStatus,whatsapp,review_count,review_rating,latitude,longitude,place_id,socialLinks,slug,createdAt
existing_db,coastland-energy-logistics,Coastland Energy Logistics Limited,Coastland Energy Logistics Limited,,Logistics,oil & gas,Logistics,"Lagos, Nigeria",,,+23412916280,info@coastlandenergy.com,,https://coastlandenergy.com,50,basic,pending,NO,,,,,,,,2026-06-30
existing_db,flux-logistix-and-self-storage,Flux Logistix & Self-Storage,Flux Logistix & Self-Storage,,Logistics,Warehousing/3PL,Logistics,"Lagos, Nigeria",,,+2349061985055,info@fluxselfstorage.com,,https://fluxselfstorage.com,50,basic,pending,YES,,,,,,,,2026-06-29
existing_db,MG-768e7caf-138,Fando Freight,,,Logistics,logistics,,,Karu,,+2347031658516,info@fandofreight.com,,https://fandofreight.com,90,deep,valid,NO,,,,,,,,2026-06-18T18:20:24.879385
existing_db,interlog-group,International Logistics & Fulfillment Service Limited (Interlog Group),International Logistics & Fulfillment Service Limited,,Logistics,3PL/Warehousing/Customs Clearance,Logistics,"Lagos, Nigeria",,,+2348085853335,,,https://interlog-ng.com,50,basic,pending,YES,,,,,,,,2026-06-29
existing_db,MG-768e7caf-159,TraciFy,,,Logistics,logistics,,,Wuse 2,,+2349069074436,info@new.tracify.co,,new.tracify.co,90,deep,valid,YES,,,,,,,,2026-06-18T18:20:24.879385
existing_db,kxpress-logistics,Kxpress Logistics,Kxpress Logistics,,Logistics,Freight/Logistics,Logistics,"Calabar, South-South Nigeria",,,+2348183460555,,,,50,basic,pending,NO,,,,,,,,2026-06-29
existing_db,blu-sky-logistics,Blu Sky Logistics,Blu Sky Logistics,,Logistics,Courier/Freight/Logistics,Logistics,"Ibadan, Southwest Nigeria",,,08177194444,,,,50,basic,pending,NO,,,,,,,,2026-06-30
existing_db,MG-768e7caf-010,Auto-Best Trackers Nigeria 2,,,Logistics,tracking,,,Lokogoma,,+2348148202333,info@autobesttrackers.com.ng,,https://autobesttrackers.com.ng/,90,deep,valid,NO,,,,,,,,2026-06-18T18:20:24.879385
existing_db,sprint-logistics,Sprint Logistics,Sprint Logistics,,Logistics,Courier/Freight/Logistics,Logistics,"Ibadan, Southwest Nigeria",,,07065430914,,,,50,basic,pending,UNKNOWN,,,,,,,,2026-06-30
existing_db,cargomark-investment,Cargomark Investment,Cargomark Investment,,Logistics,Freight Forwarding,Logistics,"Kano, Northern Nigeria",,,08033973316,,,,50,basic,pending,YES,,,,,,,,2026-06-29
existing_db,motion-transport-limited,Motion Transport Limited,Motion Transport Limited,,Logistics,Courier/Freight/Logistics,Logistics,"Enugu, Southeast Nigeria",,,08091038676,,,,50,basic,pending,UNKNOWN,,,,,,,,2026-06-30
existing_db,buchdella-logistics-ltd,Buchdella Logistics LTD,Buchdella Logistics LTD,,Logistics,Freight/Logistics,Logistics,"Port Harcourt, South-South Nigeria",,,+2349098334188,,,,50,basic,pending,NO,,,,,,,,2026-06-29
existing_db,kccl-kennie-o-cold-chain,Kennie-O Cold Chain Logistics (KCCL),Kennie-O Cold Chain Logistics (KCCL),,Logistics,cold chain,Logistics,"Ilorin, Nigeria",,,+2348034066920,info@kccl.com.ng,,https://kccl.com.ng,50,basic,pending,+2348034066920,,,,,,,,2026-06-30
existing_db,chase-express-ilorin,Chase Express Ilorin,Chase Express Ilorin,,Logistics,Courier/Freight/Logistics,Logistics,"Ilorin, Southwest Nigeria",,,07064726287,,,https://www.finelib.com/listing/Chase-Express/9679/,50,basic,pending,NO,,,,,,,,2026-06-30
existing_db,bamidan-group,Bamidan Group,Bamidan Group,,Logistics,Logistics,Logistics,"Kano, Northern Nigeria",,,+2349082998479,,,,50,basic,pending,NO,,,,,,,,2026-06-29
existing_db,gig-logistics-abakaliki,GIG Logistics Abakaliki,GIG Logistics,,Logistics,Courier/Freight/Logistics,Logistics,"Abakaliki, Southeast Nigeria",,,08139851120,,,https://giglogistics.com,50,basic,pending,NO,,,,,,,,2026-06-30
existing_db,globe-cab-services-limited,Globe Cab Services Limited,Globe Cab Services Limited,,Logistics,Courier/Freight/Logistics,Logistics,"Abuja, Nigeria",,,+2349087694000,,,,50,basic,pending,NO,,,,,,,,2026-06-29
existing_db,fut-transport-services,Fut Transport Services,Fut Transport Services,,Logistics,Courier/Freight/Logistics,Logistics,"Minna, North-Central Nigeria",,,08056833383,,,,50,basic,pending,NO,,,,,,,,2026-06-30
existing_db,sea-africa-group,Sea Africa Group,Sea Africa Group,,Logistics,Logistics/Freight,Logistics,"Kano, Northern Nigeria",,,07014149131,,,,50,basic,pending,YES,,,,,,,,2026-06-29
existing_db,zodiak-freight-services-limited,Zodiak Freight Services Limited,Zodiak Freight Services Limited,,Logistics,Freight Forwarding,Logistics,"Kano, Northern Nigeria",,,+2348084848037,,,,50,basic,pending,NO,,,,,,,,2026-06-29
existing_db,bestway-transport-ltd,Bestway Transport Ltd,Bestway Transport Ltd,,Logistics,Transport/Logistics,Logistics,"Kano, Northern Nigeria",,,+2347038587085,,,,50,basic,pending,YES,,,,,,,,2026-06-29
existing_db,efk-world-logistics,EFK World Logistics,EFK World Logistics,,Logistics,Freight & Logistics,Logistics,"Lagos, Nigeria",,,+2348137161094,,,,50,basic,pending,YES,,,,,,,,2026-06-29
existing_db,lyks-logistics-and-express-delivery,LYKS Logistics and Express Delivery,LYKS Logistics and Express Delivery,,Logistics,Courier/Freight/Logistics,Logistics,"Osogbo, Southwest Nigeria",,,07032300354,,,,50,basic,pending,UNKNOWN,,,,,,,,2026-06-30
existing_db,ekenedilichukwu-express-ltd,Ekenedilichukwu Express Ltd,Ekenedilichukwu Express Ltd,,Logistics,Freight/Logistics,Logistics,"Onitsha, South-South Nigeria",,,+2347045559105,,,,50,basic,pending,NO,,,,,,,,2026-06-29
existing_db,zido-logistics,Zido Logistics,Zido Logistics,,Logistics,Freight & Cargo,Logistics,"Lagos, Nigeria",,,+2348120908360,,,,50,basic,pending,NO,,,,,,,,2026-06-29
existing_db,fastlane-express-international-limited,Fastlane Express International Limited,Fastlane Express International Limited,,Logistics,Courier/Freight/Logistics,Logistics,"Abuja, Nigeria",,,+2348110175501,,,,50,basic,pending,NO,,,,,,,,2026-06-29
existing_db,adamu-transport-services,Adamu Transport Services,Adamu Transport Services,,Logistics,Courier/Freight/Logistics,Logistics,"Minna, North-Central Nigeria",,,08036368468,,,,50,basic,pending,YES,,,,,,,,2026-06-30
existing_db,autostar-executive-enugu,Autostar Executive Enugu,Autostar Executive Limited,,Logistics,Courier/Freight/Logistics,Logistics,"Enugu, Southeast Nigeria",,,07034511401,,,,50,basic,pending,YES,,,,,,,,2026-06-30
existing_db,trip-value-global-communication,Trip Value Global Communication,Trip Value Global Communication,,Logistics,Courier/Freight/Logistics,Logistics,"Osogbo, Southwest Nigeria",,,07066248683,,,,50,basic,pending,UNKNOWN,,,,,,,,2026-06-30
existing_db,crisp-international-limited,Crisp International Limited,Crisp International Limited,,Logistics,Logistics,Logistics,"Kaduna, Northern Nigeria",,,062-232357,,,,50,basic,pending,NO,,,,,,,,2026-06-29
existing_db,young-riders-transport-services,Young Riders Transport Services,Young Riders Transport Services,,Logistics,Courier/Freight/Logistics,Logistics,"Jos, North-Central Nigeria",,,08069620900,,,,50,basic,pending,UNKNOWN,,,,,,,,2026-06-30
existing_db,eja-ice-ltd,Eja-Ice Ltd,Eja-Ice Ltd,,Logistics,cold chain,Logistics,"Abuja, Nigeria",,,+2348060327746,sales@ejaice.com,,https://ejaice.com,50,basic,pending,YES,,,,,,,,2026-06-30
existing_db,soyo-line-transportation,Soyo Line Transportation,Soyo Line Transportation,,Logistics,Courier/Freight/Logistics,Logistics,"Ado Ekiti, Southwest Nigeria",,,08034791235,,,,50,basic,pending,UNKNOWN,,,,,,,,2026-06-30
existing_db,burcont-shipping-nigeria-limited,Burcont Shipping Nigeria Limited,Burcont Shipping Nigeria Limited,,Logistics,Freight Forwarding/Project Logistics,Logistics,"Lagos, Nigeria",,,+2347078381773,burconts@gmail.com,,https://burcont.com,50,basic,pending,YES,,,,,,,,2026-06-29
existing_db,servago-international,Servago International Limited,Servago International Limited,,Logistics,maritime,Logistics,"Lagos, Nigeria",,,+2348033613557,info@servagointl.com,,https://servagointl.com,50,basic,pending,UNKNOWN,,,,,,,,2026-06-30
existing_db,ibadan-logistics,Ibadan Logistics,Ibadan Logistics,,Logistics,Courier/Transport/Logistics,Logistics,"Ibadan, Southwest Nigeria",,,+2348088200793,,,http://www.ibadanlogistics.com,50,basic,pending,YES,,,,,,,,2026-06-29
existing_db,raylab-global-resources-limited,Raylab Global Resources Limited,Raylab Global Resources Limited,,Logistics,Courier/Transport/Logistics,Logistics,"Ibadan, Southwest Nigeria",,,+2349078209952,,,,50,basic,pending,YES,,,,,,,,2026-06-29
existing_db,ois-medical-courier-services,OIS Medical Courier Services,OIS Medical Courier Services,,Logistics,Courier/Freight/Logistics,Logistics,"Abuja, Nigeria",,,+2348172887772,,,,50,basic,pending,NO,,,,,,,,2026-06-29
existing_db,plateau-express-services,Plateau Express Services,Plateau Express Services,,Logistics,Transport/Courier,Logistics,"Jos, Northern Nigeria",,,+2347035447337,,,,50,basic,pending,NO,,,,,,,,2026-06-29
existing_db,logistics-pro,Logistics Pro,Logistics Pro,,Logistics,Freight/Logistics,Logistics,"Uyo, South-South Nigeria",,,+2348038701288,,,,50,basic,pending,YES,,,,,,,,2026-06-29
existing_db,st-george-travel-and-logistics,St.George Travel and Logistics,St.George Travel and Logistics,,Logistics,Courier/Transport/Logistics,Logistics,"Ibadan, Southwest Nigeria",,,+2348166713448,,,,50,basic,pending,NO,,,,,,,,2026-06-29
existing_db,valuehandlers-international-limited,Valuehandlers International Limited,Valuehandlers International Limited,,Logistics,Courier/Transport/Logistics,Logistics,"Ibadan, Southwest Nigeria",,,+2349032054291,,,,50,basic,pending,NO,,,,,,,,2026-06-29
existing_db,taytop-haulage-and-logistics-ltd,Taytop Haulage and Logistics Ltd,Taytop Haulage and Logistics Ltd,,Logistics,Courier/Transport/Logistics,Logistics,"Ibadan, Southwest Nigeria",,,+2348023821865,,,,50,basic,pending,YES,,,,,,,,2026-06-29
existing_db,international-express-logistics-services-limited,International Express Logistics Services Limited,International Express Logistics Services Limited,,Logistics,Express Logistics,Logistics,"Lagos, Nigeria",,,+2348026069111,,,,50,basic,pending,YES,,,,,,,,2026-06-29
existing_db,rideon-transport,Rideon Transport,Rideon Transport,,Logistics,Courier/Freight/Logistics,Logistics,"Enugu, Southeast Nigeria",,,08108651021,,,,50,basic,pending,UNKNOWN,,,,,,,,2026-06-30
existing_db,mhya-integrated-services-limited,Mhya Integrated Services Limited,Mhya Integrated Services Limited,,Logistics,Courier/Freight/Logistics,Logistics,"Abuja, Nigeria",,,+2349095742228,,,,50,basic,pending,NO,,,,,,,,2026-06-29
existing_db,redoxcorp-shipping-and-logistics-limited,Redoxcorp Shipping & Logistics Limited,Redoxcorp Shipping & Logistics Limited,,Logistics,Shipping/Logistics,Logistics,"Lagos, Nigeria",,,+2349062832947,,,,50,basic,pending,NO,,,,,,,,2026-06-29
existing_db,gein-freight-and-logistics-services-ltd,GEIN Freight & Logistics Services LTD,GEIN Freight & Logistics Services LTD,,Logistics,Freight/Logistics,Logistics,"Lagos, Nigeria",,,+2348037437098,,,,50,basic,pending,YES,,,,,,,,2026-06-29
existing_db,banadel-logistics,Banadel Logistics,Banadel Logistics,,Logistics,Courier/Transport/Logistics,Logistics,"Ibadan, Southwest Nigeria",,,+2348166563812,,,,50,basic,pending,YES,,,,,,,,2026-06-29
existing_db,dhl-international-onitsha,DHL International Onitsha,DHL International Courier Services,,Logistics,Courier/Freight/Logistics,Logistics,"Onitsha, Southeast Nigeria",,,08039077000,,,https://www.dhl.com,50,basic,pending,NO,,,,,,,,2026-06-30
existing_db,oriad-global-investment,Oriad Global Investment Ltd,Oriad Global Investment Ltd,,Logistics,customs clearing,Logistics,"Abuja, Nigeria",,,+2348036198663,info@oriadcustoms.com,,https://oriadcustoms.com,50,basic,pending,UNKNOWN,,,,,,,,2026-06-30
existing_db,two-logistics-and-solutions,Two Logistics and Solutions,Two Logistics and Solutions,,Logistics,Courier/Freight/Logistics,Logistics,"Ibadan, Southwest Nigeria",,,08120291422,,,,50,basic,pending,UNKNOWN,,,,,,,,2026-06-30
existing_db,nestello-group,Nestello Group,Nestello Group,,Logistics,Courier/Freight/Logistics,Logistics,"Aba, Southeast Nigeria",,,08030858205,,,,50,basic,pending,UNKNOWN,,,,,,,,2026-06-30
existing_db,bm-global-import-and-export-company-limited,BM Global Import and Export Company Limited,BM Global Import and Export Company Limited,,Logistics,Customs Clearing/Logistics,Logistics,"Lagos, Nigeria",,,08130010080,contacts@bmglobal.ng,,https://bmglobal.ng,50,basic,pending,YES,,,,,,,,2026-06-29
existing_db,aminu-transport-services,Aminu Transport Services,Aminu Transport Services,,Logistics,Courier/Freight/Logistics,Logistics,"Lafia, North-Central Nigeria",,,08108402033,,,,50,basic,pending,NO,,,,,,,,2026-06-30
existing_db,cranes-r-us-nigeria,Cranes R Us Nig. Ltd,Cranes R Us Nig. Ltd,,Logistics,heavy haulage,Logistics,"Lagos, Nigeria",,,+2347074528289,info@cranes-r-us.com,,https://cranesrusng.com,50,basic,pending,NO,,,,,,,,2026-06-30
existing_db,transroyal-courier-sagamu,TransRoyal Courier Sagamu,TransRoyal Courier Sagamu,,Logistics,Courier/Freight/Logistics,Logistics,"Sagamu, Southwest Nigeria",,,08087189029,,,,50,basic,pending,UNKNOWN,,,,,,,,2026-06-30
existing_db,excellent-way-global-services-ltd,Excellent Way Global Services Ltd,Excellent Way Global Services Ltd,,Logistics,Freight/Logistics,Logistics,"Onitsha, South-South Nigeria",,,+2347025833363,,,http://www.excellentwaycargo.com,50,basic,pending,YES,,,,,,,,2026-06-29
existing_db,bowagate-global,BowaGate Global Ltd,BowaGate Global Ltd,,Logistics,freight,Logistics,"Lagos, Nigeria",,,+2348147068472,,,https://bowagateglobal.com,50,basic,pending,YES,,,,,,,,2026-06-30
existing_db,trancity-shuttle,TranCity Shuttle,TranCity Shuttle,,Logistics,Courier/Transport/Logistics,Logistics,"Ilorin, Southwest Nigeria",,,+2348171374067,,,,50,basic,pending,NO,,,,,,,,2026-06-29
existing_db,chriscontinental-enterprises-limited,Chriscontinental Enterprises Limited,Chriscontinental Enterprises Limited,,Logistics,Logistics,Logistics,"Kano, Northern Nigeria",,,08038857866,,,,50,basic,pending,NO,,,,,,,,2026-06-29
existing_db,nes-shipping-limited,NES Shipping Limited,NES Shipping Limited,,Logistics,Freight Forwarding/Shipping Agency,Logistics,"Lagos, Nigeria",,,+2347061842497,info@nesshipping.com,,https://nesshipping.com,50,basic,pending,YES,,,,,,,,2026-06-29
existing_db,izu-courier-service,Izu Courier Service,Izu Courier Service,,Logistics,Courier/Freight/Logistics,Logistics,"Aba, Southeast Nigeria",,,08038924799,,,,50,basic,pending,UNKNOWN,,,,,,,,2026-06-30
existing_db,ekesons-parcel-services-owerri,Ekesons Parcel Services Owerri,Ekesons Parcel Services Ltd,,Logistics,Courier/Freight/Logistics,Logistics,"Owerri, Southeast Nigeria",,,07088685003,,,https://www.epsng.org,50,basic,pending,NO,,,,,,,,2026-06-30
existing_db,easy-delivery-abeokuta,Easy Delivery Abeokuta,Easy Delivery Abeokuta,,Logistics,Courier/Freight/Logistics,Logistics,"Abeokuta, Southwest Nigeria",,,08136225341,,,,50,basic,pending,YES,,,,,,,,2026-06-30
existing_db,charlesbonart-nigeria,CharlesBonart Nig Ltd,CharlesBonart Nig Ltd,,Logistics,customs clearing,Logistics,"Lagos, Nigeria",,,+2348036469098,charlesbonart@gmail.com,,https://charlesbonart.com,50,basic,pending,YES,,,,,,,,2026-06-30
existing_db,bondwell-group,Bondwell Group,Bondwell Group,,Logistics,Logistics/Courier,Logistics,"Awka, South-South Nigeria",,,+2348036805836,,,https://bondwellgroup.com,50,basic,pending,YES,,,,,,,,2026-06-29
existing_db,goldpark-logistics-limited,Goldpark Logistics Limited,Goldpark Logistics Limited,,Logistics,Logistics/Warehousing,Logistics,"Lagos, Nigeria",,,+2348052239281,,,,50,basic,pending,YES,,,,,,,,2026-06-29
existing_db,emmanuelz-logistics,Emmanuelz Logistics,Emmanuelz Logistics,,Logistics,Courier/Transport/Logistics,Logistics,"Abeokuta, Southwest Nigeria",,,+2348025060873,,,,50,basic,pending,YES,,,,,,,,2026-06-29
existing_db,happy-helpers-abeokuta,Happy Helpers Abeokuta,Happy Helpers Abeokuta,,Logistics,Courier/Freight/Logistics,Logistics,"Abeokuta, Southwest Nigeria",,,08064356821,,,,50,basic,pending,YES,,,,,,,,2026-06-30
existing_db,tres-freight,Tres Freight,Tres Freight,,Logistics,Freight Forwarding/Air & Ocean Freight,Logistics,"Lagos, Nigeria",,,+2348039868130,info@tresfreight.com,,https://tresfreight.com,50,basic,pending,YES,,,,,,,,2026-06-29
existing_db,african-haulage-and-distribution-limited,African Haulage & Distribution Limited,African Haulage & Distribution Limited,,Logistics,Haulage/Distribution,Logistics,"Lagos, Nigeria",,,+2348129938404,,,https://africanhaulage.com,50,basic,pending,NO,,,,,,,,2026-06-29
existing_db,transroyal-courier,TransRoyal Courier,TransRoyal Courier,,Logistics,Courier/Freight/Logistics,Logistics,"Abuja, Nigeria",,,+2347015825903,,,,50,basic,pending,NO,,,,,,,,2026-06-29
existing_db,neon-integrated-logistics,Neon Integrated Logistics,Neon Integrated Logistics,,Logistics,freight,Logistics,"Lagos, Nigeria",,,+2348087160886,,,https://neonlogistic.com,50,basic,pending,+2348087160886,,,,,,,,2026-06-30
existing_db,MG-768e7caf-170,Wibe Delivery Services,,,Logistics,courier,,,Dei Dei,,+2348065075805,info@wibeng.com,,https://www.wibeng.com,90,deep,valid,YES,,,,,,,,2026-06-18T18:20:24.879385
existing_db,khasa-a-ventures,Khasa A Ventures,Khasa A Ventures,,Logistics,Courier/Logistics,Logistics,"Minna, Northern Nigeria",,,08120111278,,,,50,basic,pending,NO,,,,,,,,2026-06-29
existing_db,bhn-logistics-limited,BHN Logistics Limited,BHN Logistics Limited,,Logistics,Courier/Freight/Logistics,Logistics,"Ibafo, Southwest Nigeria",,,08055096647,,,,50,basic,pending,YES,,,,,,,,2026-06-30
existing_db,MG-768e7caf-148,SwiftCity Nigeria Ltd,,,Logistics,logistics,,,Wuse 2,,+2347085792794,info@swiftcityng.com,,https://swiftcityng.com,90,deep,valid,NO,,,,,,,,2026-06-18T18:20:24.879385
existing_db,midas-express-shipping,Midas Express Shipping & Freight,Midas Express Shipping & Freight,,Logistics,freight,Logistics,"Lagos, Nigeria",,,+2347025004984,,,https://midasshipping.com,50,basic,pending,+2347025004984,,,,,,,,2026-06-30
existing_db,MG-768e7caf-137,Chase Express Services Limited,,,Logistics,logistics,,,Wuse 2,,+2348184166289,info@chaseexpressng.com,,https://chaseexpressng.com,90,deep,valid,YES,,,,,,,,2026-06-18T18:20:24.879385
existing_db,prose-integrated-ltd,Prose Integrated Ltd,Prose Integrated Ltd,,Logistics,Courier/Freight/Logistics,Logistics,"Abuja, North-Central Nigeria",,,08053155515,,,,50,basic,pending,UNKNOWN,,,,,,,,2026-06-30
existing_db,fortune-global-shipping-and-logistics-limited,Fortune Global Shipping and Logistics Limited,Fortune Global Shipping and Logistics Limited,,Logistics,Freight Forwarding/Warehousing,Logistics,"Lagos, Nigeria",,,+2348149687490,,,https://fglobalshipping.com,50,basic,pending,NO,,,,,,,,2026-06-29
existing_db,penchin-global-services,Penchin Global Services Limited,Penchin Global Services Limited,,Logistics,oil & gas,Logistics,"Port Harcourt, Nigeria",,,+2347043000078,info@penchingroup.com,,https://penchingroup.com,50,basic,pending,UNKNOWN,,,,,,,,2026-06-30
existing_db,asap-pickup-and-deliveries,Asap Pickup and Deliveries,Asap Pickup and Deliveries,,Logistics,Courier/Freight/Logistics,Logistics,"Abuja, Nigeria",,,+2348179000002,,,,50,basic,pending,NO,,,,,,,,2026-06-29
existing_db,skyfots-global-logistics,SkyFots Global Logistics,SkyFots Global Logistics,,Logistics,Courier/Freight/Logistics,Logistics,"Ibadan, Southwest Nigeria",,,08026148026,,,,50,basic,pending,UNKNOWN,,,,,,,,2026-06-30
existing_db,porter-express,Porter Express,Porter Express,,Logistics,Courier/Freight/Logistics,Logistics,"Abuja, Nigeria",,,+2347040200006,,,,50,basic,pending,NO,,,,,,,,2026-06-29
existing_db,satund-international-logistics,Satund International Logistics,Satund International Logistics,,Logistics,Clearing & Forwarding,Logistics,"Calabar, South-South Nigeria",,,+2348173319366,,,,50,basic,pending,NO,,,,,,,,2026-06-29
existing_db,freightliner-logistics-services,Freightliner Logistics Services Ltd,Freightliner Logistics Services Ltd,,Logistics,freight,Logistics,"Lagos, Nigeria",,,+2349152194151,info@freightlinerlogistics.com,,https://freightlinerlogistics.com,50,basic,pending,NO,,,,,,,,2026-06-30
existing_db,prime-ocean-logistics-limited,Prime Ocean Logistics Limited,Prime Ocean Logistics Limited,,Logistics,Clearing & Forwarding/Transportation/Warehousing,Logistics,"Lagos, Nigeria",,,+2348029088573,info@primeocean.com.ng,,https://primeocean.com.ng,50,basic,pending,YES,,,,,,,,2026-06-29
existing_db,delta-line-booking-office,Delta Line Booking Office,Delta Line Booking Office,,Logistics,Transport/Logistics,Logistics,"Kaduna, Northern Nigeria",,,09072255814,,,,50,basic,pending,YES,,,,,,,,2026-06-29
existing_db,cold-sylos,Cold Sylos,Cold Sylos,,Logistics,cold chain,Logistics,"Abuja, Nigeria",,,+2349077633243,info@coldsylos.com,,https://coldsylos.com,50,basic,pending,YES,,,,,,,,2026-06-30
existing_db,yme-express-services,YME Express Services,YME Express Services,,Logistics,Courier/Transport/Logistics,Logistics,"Akure, Southwest Nigeria",,,+2348165339670,,,,50,basic,pending,YES,,,,,,,,2026-06-29
existing_db,b-m-badamasi-jirago-nigeria-ltd,B M Badamasi Jirago Nigeria Ltd,B M Badamasi Jirago Nigeria Ltd,,Logistics,Courier/Freight/Logistics,Logistics,"Jos, North-Central Nigeria",,,08039224444,,,,50,basic,pending,NO,,,,,,,,2026-06-30
existing_db,seabed-logistics-services,Seabed Logistics Services Limited,Seabed Logistics Services Limited,,Logistics,maritime,Logistics,"Lagos, Nigeria",,,+23413426977,info@sbls.com.ng,,https://sbls.com.ng,50,basic,pending,UNKNOWN,,,,,,,,2026-06-30
existing_db,faith-motors-enugu,Faith Motors Enugu,Faith Motors,,Logistics,Courier/Freight/Logistics,Logistics,"Enugu, Southeast Nigeria",,,08062545436,,,,50,basic,pending,YES,,,,,,,,2026-06-30
existing_db,bmax-global,Bmax Global,Bmax Global,,Logistics,Courier/Freight/Logistics,Logistics,"Abuja, Nigeria",,,+2347036557979,,,,50,basic,pending,NO,,,,,,,,2026-06-29
existing_db,upright-intl-logistics-ltd,Upright Int'l Logistics Ltd,Upright Int'l Logistics Ltd,,Logistics,Freight/Logistics,Logistics,"Port Harcourt, South-South Nigeria",,,+2347025523280,,,,50,basic,pending,YES,,,,,,,,2026-06-29
existing_db,abex-courier-services,Abex Courier Services,Abex Courier Services,,Logistics,Courier/Freight/Logistics,Logistics,"Abuja, Nigeria",,,+2348033283480,,,,50,basic,pending,NO,,,,,,,,2026-06-29
existing_db,fluxy-pryme-logistics,Fluxy Pryme Logistics,Fluxy Pryme Logistics,,Logistics,Courier/Freight/Logistics,Logistics,"Akure, Southwest Nigeria",,,07086667886,,,,50,basic,pending,YES,,,,,,,,2026-06-30
existing_db,earlygo-logistics-ogbomosho,EarlyGo Logistics Ogbomosho,EarlyGo Logistics Ogbomosho,,Logistics,Courier/Freight/Logistics,Logistics,"Ogbomosho, Southwest Nigeria",,,08135371994,,,https://earlygologistics.com.ng,50,basic,pending,YES,,,,,,,,2026-06-30
existing_db,MG-768e7caf-030,City Errands International Services,,,Logistics,courier,,,Garki,,+2348035969098,,,cityerrandsng.com,75,deep,valid,YES,,,,,,,,2026-06-18T18:20:24.879385
existing_db,stargate-logistics-limited,Stargate Logistics Limited,Stargate Logistics Limited,,Logistics,oil & gas,Logistics,"Lagos, Nigeria",,,+2349013755555,info@stargatelogistics-ng.com,,https://stargatelogisticsltd.com,50,basic,pending,+2349013755555,,,,,,,,2026-06-30
existing_db,amuh-trading-and-logistics,Amuh Trading & Logistics,Amuh Trading & Logistics,,Logistics,Freight/Logistics,Logistics,"Benin City, South-South Nigeria",,,+2348185607510,,,,50,basic,pending,NO,,,,,,,,2026-06-29
existing_db,main-service-shipping-cargo-ltd,Main Service Shipping Cargo Ltd,Main Service Shipping Cargo Ltd,,Logistics,Shipping/Freight,Logistics,"Onitsha, South-South Nigeria",,,+2349083413815,,,,50,basic,pending,NO,,,,,,,,2026-06-29
existing_db,the-link-logistics,The Link Logistics,The Link Logistics,,Logistics,Courier/Freight/Logistics,Logistics,"Sango Ota, Southwest Nigeria",,,08036492466,,,,50,basic,pending,UNKNOWN,,,,,,,,2026-06-30
existing_db,cee-vee-cee-nigeria,CEE VEE CEE Nigeria Ltd,CEE VEE CEE Nigeria Ltd,,Logistics,oil & gas,Logistics,"Port Harcourt, Nigeria",,,+2348033093335,,,https://cvcnigeria.com,50,basic,pending,YES,,,,,,,,2026-06-30
existing_db,bethran-logistics,Bethran Logistics,Bethran Logistics,,Logistics,Courier/Freight/Logistics,Logistics,"Enugu, Southeast Nigeria",,,09020216719,,,,50,basic,pending,NO,,,,,,,,2026-06-30
existing_db,vavoom-express-services,Vavoom Express Services,Vavoom Express Services,,Logistics,Courier Services,Logistics,"Awka, South-South Nigeria",,,+2348120406000,,,,50,basic,pending,NO,,,,,,,,2026-06-29
existing_db,peacock-cargo-and-courier-services,Peacock Cargo and Courier Services,Peacock Cargo & Courier Services,,Logistics,Courier/Freight/Logistics,Logistics,"Aba, Southeast Nigeria",,,08092314539,,,,50,basic,pending,UNKNOWN,,,,,,,,2026-06-30
existing_db,segmiles-logistics,Segmiles Logistics,Segmiles Logistics,,Logistics,Courier/Transport/Logistics,Logistics,"Ibadan, Southwest Nigeria",,,+2349131623440,,,,50,basic,pending,YES,,,,,,,,2026-06-29
existing_db,sureways-logistics-nigeria,Sureways Logistics Nigeria,Sureways Logistics Nig.,,Logistics,Courier/Freight/Logistics,Logistics,"Owerri, Southeast Nigeria",,,07015668757,,,,50,basic,pending,UNKNOWN,,,,,,,,2026-06-30
existing_db,tranex-plc,TRANEX Plc,TRANEX Plc,,Logistics,Courier/Transport/Logistics,Logistics,"Abeokuta, Southwest Nigeria",,,+2348123682573,,,,50,basic,pending,NO,,,,,,,,2026-06-29
existing_db,seven-logistics-ng,Seven Logistics NG,Seven Logistics NG,,Logistics,Freight/Logistics,Logistics,"Uyo, South-South Nigeria",,,+2347048340611,,,,50,basic,pending,YES,,,,,,,,2026-06-29
existing_db,redline-logistics-nigeria-limited,Redline Logistics Nigeria Limited,Redline Logistics Nigeria Limited,,Logistics,Logistics Services,Logistics,"Lagos, Nigeria",,,+2347012100001,,,,50,basic,pending,NO,,,,,,,,2026-06-29
existing_db,teile-express-motors-nigeria-ltd,Teile Express Motors Nigeria Ltd,Teile Express Motors Nigeria Ltd,,Logistics,Courier/Freight/Logistics,Logistics,"Karu, North-Central Nigeria",,,08068071983,,,,50,basic,pending,UNKNOWN,,,,,,,,2026-06-30
google_maps,,,,Jevola Logistics,,,,,,,0703 647 8029,,,,,,,,23,5.000000,28.871537,68.719509,ChIJx1bTQlcKThARvJY--mNe1vM,,,
