id,name,businessName,sector,subSector,industry,location,district,phone,email,website,source,score,enrichmentLevel,validationStatus,createdAt,slug,socialLinks,enriched,folder,stage,whatsapp,keyPeople_name,keyPeople_title,keyPeople_email,keyPeople_linkedin,keyPeople_phone,keyPeople_source,_sources,_source,input_id,link,title,category,address,open_hours,plus_code,review_count,review_rating,latitude,longitude,cid,status,reviews_link,timezone,price_range,data_id,place_id,reservations,order_online,menu,owner,complete_address,credit_cards_accepted,about,emails
,,,,,,,,0803 798 7555,,,,,,,,,,,,,,,,,,,,,gmaps_master,,https://www.google.com/maps/place/Standard+Continental+Courier+Limited/data=!4m7!3m6!1s0x104e0bb7e95a70ff:0x7a7cc847a904bba7!8m2!3d9.0394046!4d7.4888579!16s%2Fg%2F11vsyhtrgx!19sChIJ_3Ba6bcLThARp7sEqUfIfHo?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,Standard Continental Courier Limited,Logistics service,"Able plaza, Garki, AMAC Area10, Federal Capital Territory","{""Friday"":[""8 am–7 pm""],""Monday"":[""8 am–7 pm""],""Saturday"":[""8 pm–12 am""],""Sunday"":[""12 am–12 pm""],""Thursday"":[""8 am–7 pm""],""Tuesday"":[""8 am–7 pm""],""Wednesday"":[""8 am–7 pm""]}",2FQQ+QG Abuja,0.0,0.0,9.039405,7.488858,8.826149579843223e+18,,,Africa/Lagos,,0x104e0bb7e95a70ff:0x7a7cc847a904bba7,ChIJ_3Ba6bcLThARp7sEqUfIfHo,,,,"{""id"":""107823694073273947318"",""name"":""Standard Continental Courier Limited (Owner)"",""link"":""https://www.google.com/maps/contrib/107823694073273947318""}","{""borough"":""Garki"",""street"":""Able plaza"",""city"":""AMAC"",""postal_code"":""Area10"",""state"":""Federal Capital Territory"",""country"":""NG""}",,,
,,,,,,,,0805 792 0418,,,,,,,,,,,,,,,,,,,,,gmaps_master,,https://www.google.com/maps/place/Courier+Plus/data=!4m7!3m6!1s0x104e0b84bb960151:0x139c09d28d2e8d02!8m2!3d9.0457354!4d7.4748632!16s%2Fg%2F11h5ndlk_l!19sChIJUQGWu4QLThARAo0ujdIJnBM?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,Courier Plus,Courier service,"Canal House, Central Business Dis, Abuja 900103, Federal Capital Territory",{},2FWF+7W Abuja,19.0,3.4,9.045735,7.474863,1.4130151830039137e+18,,,Africa/Lagos,,0x104e0b84bb960151:0x139c09d28d2e8d02,ChIJUQGWu4QLThARAo0ujdIJnBM,,,,"{""id"":"""",""name"":""Courier Plus (Owner)"",""link"":""""}","{""borough"":""Central Business Dis"",""street"":""Canal House"",""city"":""Abuja"",""postal_code"":"""",""state"":""Federal Capital Territory"",""country"":""NG""}",,,
,,,,,,,,0806 570 4272,,http://sultancourier.com/,,,,,,,,,,,,,,,,,,,gmaps_master,,https://www.google.com/maps/place/Sultan+Courier+Services+Ltd/data=!4m7!3m6!1s0x104e0b7986f9d4e9:0x1b04267d19bdcb08!8m2!3d9.033349!4d7.4765892!16s%2Fg%2F11mvshy4lp!19sChIJ6dT5hnkLThARCMu9GX0mBBs?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,Sultan Courier Services Ltd,Corporate office,"block B, flat 2, Sultan Courier Services Ltd, Area 2 Ajaokuta St, Garki, Abuja 900103, Federal Capital Territory","{""Friday"":[""8 am–6 pm""],""Monday"":[""8 am–6 pm""],""Saturday"":[""9 am–5 pm""],""Sunday"":[""Closed""],""Thursday"":[""8 am–6 pm""],""Tuesday"":[""8 am–6 pm""],""Wednesday"":[""8 am–6 pm""]}",2FMG+8J Abuja,8.0,3.8,9.033349,7.476589,1.946723257675533e+18,,,Africa/Lagos,,0x104e0b7986f9d4e9:0x1b04267d19bdcb08,ChIJ6dT5hnkLThARCMu9GX0mBBs,,,,"{""id"":""116347278330224606353"",""name"":""Sultan Courier Services Ltd (Owner)"",""link"":""https://www.google.com/maps/contrib/116347278330224606353""}","{""borough"":""Garki"",""street"":""block B, flat 2, Area 2 Ajaokuta St"",""city"":""Abuja"",""postal_code"":""900103"",""state"":""Federal Capital Territory"",""country"":""NG""}",,"[{""id"":""amenities"",""name"":""Amenities"",""options"":[{""name"":""Toilet"",""enabled"":true}]}]",
,,,,,,,,0803 279 9562,,http://www.ups.com/content/ng/en/index%20...,,,,,,,,,,,,,,,,,,,gmaps_master,,https://www.google.com/maps/place/Ups+Express+Gwarinpa/data=!4m7!3m6!1s0x104e752aee89786b:0xd701bb09872688ef!8m2!3d9.1171393!4d7.4044278!16s%2Fg%2F11q3yrzk5g!19sChIJa3iJ7ip1ThAR74gmhwm7Adc?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,Ups Express Gwarinpa,Courier service,"Chembian Plaza, 4th Ave, Gwarinpa, Abuja 900108, Federal Capital Territory","{""Friday"":[""9 am–5 pm""],""Monday"":[""9 am–5 pm""],""Saturday"":[""Closed""],""Sunday"":[""Closed""],""Thursday"":[""9 am–5 pm""],""Tuesday"":[""9 am–5 pm""],""Wednesday"":[""9 am–5 pm""]}",4C83+VQ Abuja,5.0,3.0,9.117139,7.404428,1.5492869842727766e+19,,,Africa/Lagos,,0x104e752aee89786b:0xd701bb09872688ef,ChIJa3iJ7ip1ThAR74gmhwm7Adc,,,,"{""id"":""117352876727363676335"",""name"":""Ups Express Gwarinpa (Owner)"",""link"":""https://www.google.com/maps/contrib/117352876727363676335""}","{""borough"":""Gwarinpa"",""street"":""Chembian Plaza, 4th Ave"",""city"":""Abuja"",""postal_code"":""900108"",""state"":""Federal Capital Territory"",""country"":""NG""}",,"[{""id"":""service_options"",""name"":""Service options"",""options"":[{""name"":""Online appointments"",""enabled"":true},{""name"":""On-site services"",""enabled"":true}]}]",
,,,,,,,,0901 819 2832,,,,,,,,,,,,,,,,,,,,,gmaps_master,,https://www.google.com/maps/place/Dove+Express+and+Courier+Services/data=!4m7!3m6!1s0x104e752e3d2b352d:0x7789e56618386c6d!8m2!3d9.1029566!4d7.4172654!16s%2Fg%2F11qh59gz57!19sChIJLTUrPS51ThARbWw4GGbliXc?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,Dove Express and Courier Services,Courier service,"B09 Gusto Plaza, 1st Avenue Gwarimpa Estate, FCT-Abuja Abuja Municipal, Gwarinpa 900109, Federal Capital Territory","{""Friday"":[""8 am–7 pm""],""Monday"":[""8 am–7 pm""],""Saturday"":[""8 am–7 pm""],""Sunday"":[""12 am–5 pm""],""Thursday"":[""8 am–7 pm""],""Tuesday"":[""8 am–7 pm""],""Wednesday"":[""8 am–7 pm""]}",4C38+5W Gwarinpa,1.0,4.0,9.102957,7.417265,8.61366798897856e+18,,,Africa/Lagos,,0x104e752e3d2b352d:0x7789e56618386c6d,ChIJLTUrPS51ThARbWw4GGbliXc,,,,"{""id"":""105176395948992774306"",""name"":""Dove Express and Courier Services (Owner)"",""link"":""https://www.google.com/maps/contrib/105176395948992774306""}","{""borough"":""Gwarinpa"",""street"":""B09 Gusto Plaza, 1st Avenue Gwarimpa Estate, FCT-Abuja Abuja Municipal"",""city"":""Gwarinpa"",""postal_code"":""900109"",""state"":""Federal Capital Territory"",""country"":""NG""}",,,
,,,,,,,,0902 221 1133,,,,,,,,,,,,,,,,,,,,,gmaps_master,,https://www.google.com/maps/place/DHL+JABI/data=!4m7!3m6!1s0x104e7504b8db37d3:0xc9aebeb5085f302e!8m2!3d9.0599357!4d7.4180999!16s%2Fg%2F11rhc1fbby!19sChIJ0zfbuAR1ThARLjBfCLW-rsk?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,DHL JABI,Delivery service,"BLOCK F, DHL JABI, SUITE 17 Obafemi Awolowo Wy, Jabi, Abuja 900108, Federal Capital Territory","{""Friday"":[""8 am–6:30 pm""],""Monday"":[""8 am–6:30 pm""],""Saturday"":[""9 am–5 pm""],""Sunday"":[""Closed""],""Thursday"":[""8 am–6:30 pm""],""Tuesday"":[""8 am–6:30 pm""],""Wednesday"":[""8 am–6:30 pm""]}",3C59+X6 Abuja,21.0,4.5,9.059936,7.4181,1.4532762732309983e+19,,,Africa/Lagos,,0x104e7504b8db37d3:0xc9aebeb5085f302e,ChIJ0zfbuAR1ThARLjBfCLW-rsk,,,,"{""id"":""110207697816928312990"",""name"":""DHL JABI (Owner)"",""link"":""https://www.google.com/maps/contrib/110207697816928312990""}","{""borough"":""Jabi"",""street"":""BLOCK F, SUITE 17 Obafemi Awolowo Wy"",""city"":""Abuja"",""postal_code"":""900108"",""state"":""Federal Capital Territory"",""country"":""NG""}",,"[{""id"":""service_options"",""name"":""Service options"",""options"":[{""name"":""Online appointments"",""enabled"":true},{""name"":""On-site services"",""enabled"":true}]}]",
,,,,,,,,0805 105 4487,,,,,,,,,,,,,,,,,,,,,gmaps_master,,https://www.google.com/maps/place/Sirbxt+Logistics/data=!4m7!3m6!1s0x104e75b17fa0d609:0xae1ba36a25c8b984!8m2!3d9.0641062!4d7.4229395!16s%2Fg%2F11zcj934yr!19sChIJCdagf7F1ThARhLnIJWqjG64?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,Sirbxt Logistics,Delivery service,"Block E, opposite Rukayat plaza, Jabi, AMAC 900101, Federal Capital Territory","{""Friday"":[""8:30 am–5 pm""],""Monday"":[""8:30 am–5 pm""],""Saturday"":[""10:30 am–2 pm""],""Sunday"":[""Closed""],""Thursday"":[""8:30 am–5 pm""],""Tuesday"":[""8:30 am–5 pm""],""Wednesday"":[""8:30 am–5 pm""]}",3C7F+J5 Abuja,0.0,0.0,9.064106,7.42294,1.254580086326642e+19,,,Africa/Lagos,,0x104e75b17fa0d609:0xae1ba36a25c8b984,ChIJCdagf7F1ThARhLnIJWqjG64,,,,"{""id"":""106590527855524795951"",""name"":""Sirbxt Logistics (Owner)"",""link"":""https://www.google.com/maps/contrib/106590527855524795951""}","{""borough"":""Jabi"",""street"":""Block E, opposite Rukayat plaza"",""city"":""AMAC"",""postal_code"":""900101"",""state"":""Federal Capital Territory"",""country"":""NG""}",,,
,,,,,,,,0805 781 2455,,,,,,,,,,,,,,,,,,,,,gmaps_master,,https://www.google.com/maps/place/Nsik+Express+Delivery+Co/data=!4m7!3m6!1s0x104e74dbe9d90ee7:0xf345a858bb8e9d1a!8m2!3d9.063827!4d7.423347!16s%2Fg%2F1thzwtbj!19sChIJ5w7Z6dt0ThARGp2Ou1ioRfM?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,Nsik Express Delivery Co,Courier service,"Harmonic Plaza, Suite SC11, Jabi, Federal Capital Territory","{""Friday"":[""9 am–6 pm""],""Monday"":[""9 am–6 pm""],""Saturday"":[""Closed""],""Sunday"":[""Closed""],""Thursday"":[""9 am–6 pm""],""Tuesday"":[""9 am–6 pm""],""Wednesday"":[""9 am–6 pm""]}",3C7F+G8 Abuja,2.0,4.0,9.063827,7.423347,1.75296022236668e+19,,,Africa/Lagos,,0x104e74dbe9d90ee7:0xf345a858bb8e9d1a,ChIJ5w7Z6dt0ThARGp2Ou1ioRfM,,,,"{""id"":""117530458079927229244"",""name"":""Nsik Express Delivery Co (Owner)"",""link"":""https://www.google.com/maps/contrib/117530458079927229244""}","{""borough"":""Jabi"",""street"":""Harmonic Plaza, Suite SC11"",""city"":""Abuja"",""postal_code"":"""",""state"":""Federal Capital Territory"",""country"":""NG""}",,,
,,,,,,,,0903 021 8217,,,,,,,,,,,,,,,,,,,,,gmaps_master,,https://www.google.com/maps/place/Efdil+courier/data=!4m7!3m6!1s0x104e75b70b6efe8b:0x79b7e019f3d37af0!8m2!3d9.063357!4d7.4277221!16s%2Fg%2F11j4f1ttxp!19sChIJi_5uC7d1ThAR8HrT8xngt3k?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,Efdil courier,Courier service,"I.T Igbani Street, Jabi, 240102, Federal Capital Territory","{""Friday"":[""8 am–6 pm""],""Monday"":[""8 am–6 pm""],""Saturday"":[""8 am–6 pm""],""Sunday"":[""Closed""],""Thursday"":[""8 am–6 pm""],""Tuesday"":[""8 am–6 pm""],""Wednesday"":[""8 am–6 pm""]}",3C7H+83 Abuja,0.0,0.0,9.063357,7.427722,8.770725201396858e+18,,,Africa/Lagos,,0x104e75b70b6efe8b:0x79b7e019f3d37af0,ChIJi_5uC7d1ThAR8HrT8xngt3k,,,,"{""id"":""106391572870898478474"",""name"":""Efdil courier (Owner)"",""link"":""https://www.google.com/maps/contrib/106391572870898478474""}","{""borough"":""Jabi"",""street"":""I.T Igbani Street"",""city"":""Abuja"",""postal_code"":""240102"",""state"":""Federal Capital Territory"",""country"":""NG""}",,,
,,,,,,,,0803 075 3738,,,,,,,,,,,,,,,,,,,,,gmaps_master,,https://www.google.com/maps/place/Carpardoc+Integrated+Courier+Services+Limited/data=!4m7!3m6!1s0x104e757fb3a6bbab:0x3aecbc934eac5d25!8m2!3d9.0749335!4d7.433049!16s%2Fg%2F11j_qxt5gk!19sChIJq7ums391ThARJV2sTpO87Do?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,Carpardoc Integrated Courier Services Limited,Parking garage,"M. Yewa House Abuja Jabi District, Federal Capital Territory","{""Friday"":[""9 am–4 pm""],""Monday"":[""9 am–4 pm""],""Saturday"":[""9 am–4 pm""],""Sunday"":[""Closed""],""Thursday"":[""9 am–4 pm""],""Tuesday"":[""9 am–4 pm""],""Wednesday"":[""9 am–4 pm""]}",3CFM+X6 Abuja,0.0,0.0,9.074934,7.433049,4.2459758895696686e+18,,,Africa/Lagos,,0x104e757fb3a6bbab:0x3aecbc934eac5d25,ChIJq7ums391ThARJV2sTpO87Do,,,,"{""id"":""100835179170314581944"",""name"":""Carpardoc Integrated Courier Services Limited (Owner)"",""link"":""https://www.google.com/maps/contrib/100835179170314581944""}","{""borough"":""Jabi"",""street"":""M. Yewa House Abuja Jabi District"",""city"":""Abuja"",""postal_code"":"""",""state"":""Federal Capital Territory"",""country"":""NG""}",,"[{""id"":""amenities"",""name"":""Amenities"",""options"":[{""name"":""Toilet"",""enabled"":true}]}]",
,,,,,,,,0703 738 1255,,,,,,,,,,,,,,,,,,,,,gmaps_master,,https://www.google.com/maps/place/DHL+COURIER+EXPRESS+kubwa/data=!4m7!3m6!1s0x104dd8d0cf733971:0xacb7aeda3e9e643c!8m2!3d9.1496796!4d7.3293566!16s%2Fg%2F11g022s70g!19sChIJcTlzz9DYTRARPGSePtqut6w?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,DHL COURIER EXPRESS kubwa,Courier service,"227 Gado Nasko Rd, Kubwa, Abuja 901002, Federal Capital Territory","{""Friday"":[""8 am–5 pm""],""Monday"":[""8 am–5 pm""],""Saturday"":[""8 am–5 pm""],""Sunday"":[""Closed""],""Thursday"":[""8 am–5 pm""],""Tuesday"":[""8 am–5 pm""],""Wednesday"":[""8 am–5 pm""]}",48XH+VP Abuja,35.0,4.0,9.14968,7.329357,1.2445608347638327e+19,,,Africa/Lagos,,0x104dd8d0cf733971:0xacb7aeda3e9e643c,ChIJcTlzz9DYTRARPGSePtqut6w,,,,"{""id"":""103592518981005220461"",""name"":""DHL COURIER EXPRESS kubwa (Owner)"",""link"":""https://www.google.com/maps/contrib/103592518981005220461""}","{""borough"":""Kubwa"",""street"":""227 Gado Nasko Rd"",""city"":""Abuja"",""postal_code"":""901002"",""state"":""Federal Capital Territory"",""country"":""NG""}",,"[{""id"":""service_options"",""name"":""Service options"",""options"":[{""name"":""Online appointments"",""enabled"":true},{""name"":""On-site services"",""enabled"":true}]}]",
,,,,,,,,0903 767 9630,,,,,,,,,,,,,,,,,,,,,gmaps_master,,"https://www.google.com/maps/place/DHL+Service+Point,+Arab+junction+Kubwa/data=!4m7!3m6!1s0x104dd914c807857d:0x7cc64f80b083c64e!8m2!3d9.1394918!4d7.302965!16s%2Fg%2F11ktjxzxf0!19sChIJfYUHyBTZTRARTsaDsIBPxnw?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1","DHL Service Point, Arab junction Kubwa",Courier service,"IBWAS Oil & Gas, near Arab Road, Juncture, Federal Capital Territory","{""Friday"":[""8 am–6 pm""],""Monday"":[""8 am–6 pm""],""Saturday"":[""10 am–2 pm""],""Sunday"":[""Closed""],""Thursday"":[""8 am–6 pm""],""Tuesday"":[""8 am–6 pm""],""Wednesday"":[""8 am–6 pm""]}",48Q3+Q5 Kubwa,83.0,4.2,9.139492,7.302965,8.990961120227609e+18,,,Africa/Lagos,,0x104dd914c807857d:0x7cc64f80b083c64e,ChIJfYUHyBTZTRARTsaDsIBPxnw,,,,"{""id"":""113162754835853576539"",""name"":""DHL Service Point, Arab junction Kubwa (Owner)"",""link"":""https://www.google.com/maps/contrib/113162754835853576539""}","{""borough"":""Juncture"",""street"":""IBWAS Oil \u0026 Gas, near Arab Road"",""city"":""Kubwa"",""postal_code"":"""",""state"":""Federal Capital Territory"",""country"":""NG""}",,"[{""id"":""accessibility"",""name"":""Accessibility"",""options"":[{""name"":""Wheelchair-accessible car park"",""enabled"":true},{""name"":""Wheelchair-accessible entrance"",""enabled"":true}]}]",
,,,,,,,,0814 111 7150,,https://speedmax.com.ng/,,,,,,,,,,,,,,,,,,,gmaps_master,,https://www.google.com/maps/place/SpeedMax+Logistics+-+Kubwa/data=!4m7!3m6!1s0x104ddd05fe02d15d:0x8535ece0feece4b3!8m2!3d9.1486983!4d7.3182436!16s%2Fg%2F11xs1nyhhw!19sChIJXdEC_gXdTRARs-Ts_uDsNYU?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,SpeedMax Logistics - Kubwa,Courier service,"Area Council (BAC, Back of NYSC Camp, Gbazango Extension, Kubwa, Abuja, Federal Capital Territory","{""Friday"":[""8 am–6 pm""],""Monday"":[""8 am–6 pm""],""Saturday"":[""9 am–5 pm""],""Sunday"":[""Closed""],""Thursday"":[""8 am–6 pm""],""Tuesday"":[""8 am–6 pm""],""Wednesday"":[""8 am–6 pm""]}",48X9+F7 Kubwa,0.0,0.0,9.148698,7.318244,9.598838631903848e+18,,,Africa/Lagos,,0x104ddd05fe02d15d:0x8535ece0feece4b3,ChIJXdEC_gXdTRARs-Ts_uDsNYU,,,,"{""id"":""104648616008830475613"",""name"":""SpeedMax Logistics - Kubwa (Owner)"",""link"":""https://www.google.com/maps/contrib/104648616008830475613""}","{""borough"":""Kubwa"",""street"":""Area Council (BAC, Back of NYSC Camp, Gbazango Extension, Kubwa"",""city"":""Abuja"",""postal_code"":"""",""state"":""Federal Capital Territory"",""country"":""NG""}",,,
,,,,,,,,0813 002 1293,,,,,,,,,,,,,,,,,,,,,gmaps_master,,"https://www.google.com/maps/place/DHL+SERVICE+POINT,+DUTSE+ALHAJI+-+BWARI+ROAD,+NEAR+FIRS+OFFICE,+ABUJA/data=!4m7!3m6!1s0x104e0be9982fd1e9:0x4d9900aac58fdaf1!8m2!3d9.1338554!4d7.363919!16s%2Fg%2F11t9cf23cs!19sChIJ6dEvmOkLThAR8dqPxaoAmU0?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1","DHL SERVICE POINT, DUTSE ALHAJI - BWARI ROAD, NEAR FIRS OFFICE, ABUJA",Courier service,"SHOP 5, CANDELLUX PLAZA, Bwari Rd, near FIRS OFFICE, Abuja, Federal Capital Territory","{""Friday"":[""9 am–5 pm""],""Monday"":[""9 am–5 pm""],""Saturday"":[""9 am–5 pm""],""Sunday"":[""Closed""],""Thursday"":[""9 am–5 pm""],""Tuesday"":[""9 am–5 pm""],""Wednesday"":[""9 am–5 pm""]}",49M7+GH Abuja,4.0,4.3,9.133855,7.363919,5.591501145816161e+18,,,Africa/Lagos,,0x104e0be9982fd1e9:0x4d9900aac58fdaf1,ChIJ6dEvmOkLThAR8dqPxaoAmU0,,,,"{""id"":""107166986710058529996"",""name"":""DHL SERVICE POINT, DUTSE ALHAJI - BWARI ROAD, NEAR FIRS OFFICE, ABUJA (Owner)"",""link"":""https://www.google.com/maps/contrib/107166986710058529996""}","{""borough"":"""",""street"":""SHOP 5, CANDELLUX PLAZA, Bwari Rd, near FIRS OFFICE"",""city"":""Abuja"",""postal_code"":"""",""state"":""Federal Capital Territory"",""country"":""NG""}",,,
,,,,,,,,0811 204 1413,,https://gttal.com/dhl-service-centre/,,,,,,,,,,,,,,,,,,,gmaps_master,,https://www.google.com/maps/place/DHL+UTAKO/data=!4m7!3m6!1s0x104e0b718dd8986f:0xfdc3302126823d48!8m2!3d9.0686408!4d7.443037!16s%2Fg%2F11lgsglzf4!19sChIJb5jYjXELThARSD2CJiEww_0?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,DHL UTAKO,Courier service,"Suite 72, 2nd Floor, DHL UTAKO, Befs Plaza, Off Obafemi Awolowo Wy, opposite MFM, Utako, Abuja 900108, Federal Capital Territory","{""Friday"":[""8 am–5 pm""],""Monday"":[""8 am–5 pm""],""Saturday"":[""Closed""],""Sunday"":[""Closed""],""Thursday"":[""8 am–5 pm""],""Tuesday"":[""8 am–5 pm""],""Wednesday"":[""8 am–5 pm""]}",3C9V+F6 Abuja,23.0,2.7,9.068641,7.443037,1.828551183099247e+19,,,Africa/Lagos,,0x104e0b718dd8986f:0xfdc3302126823d48,ChIJb5jYjXELThARSD2CJiEww_0,,,,"{""id"":""116160870245330186115"",""name"":""DHL UTAKO (Owner)"",""link"":""https://www.google.com/maps/contrib/116160870245330186115""}","{""borough"":""Utako"",""street"":""Suite 72, 2nd Floor, Befs Plaza, Off Obafemi Awolowo Wy, opposite MFM"",""city"":""Abuja"",""postal_code"":""900108"",""state"":""Federal Capital Territory"",""country"":""NG""}",,"[{""id"":""service_options"",""name"":""Service options"",""options"":[{""name"":""Online appointments"",""enabled"":true},{""name"":""On-site services"",""enabled"":true}]}]",
,,,,,,,,0805 913 5807,,http://www.epsng.org/,,,,,,,,,,,,,,,,,,,gmaps_master,,https://www.google.com/maps/place/Ekesons+Parcels+services/data=!4m7!3m6!1s0x104e0bb55078fa25:0x47bcc99228ed3ba1!8m2!3d9.0663399!4d7.444405!16s%2Fg%2F11h045m7sx!19sChIJJfp4ULULThARoTvtKJLJvEc?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,Ekesons Parcels services,Corporate office,"7 A.E. Ekukinam St, Utako, Abuja 900108, Federal Capital Territory","{""Friday"":[""9 am–6 pm""],""Monday"":[""Closed""],""Saturday"":[""9 am–6 pm""],""Sunday"":[""Closed""],""Thursday"":[""9 am–6 pm""],""Tuesday"":[""9 am–6 pm""],""Wednesday"":[""9 am–6 pm""]}",3C8V+GQ Abuja,94.0,3.7,9.06634,7.444405,5.169228101903531e+18,,,Africa/Lagos,,0x104e0bb55078fa25:0x47bcc99228ed3ba1,ChIJJfp4ULULThARoTvtKJLJvEc,,,,"{""id"":"""",""name"":""Ekesons Parcels services (Owner)"",""link"":""""}","{""borough"":""Utako"",""street"":""7 A.E. Ekukinam St"",""city"":""Abuja"",""postal_code"":""900108"",""state"":""Federal Capital Territory"",""country"":""NG""}",,"[{""id"":""amenities"",""name"":""Amenities"",""options"":[{""name"":""Toilet"",""enabled"":true}]}]",
,,,,,,,,0703 113 4933,,,,,,,,,,,,,,,,,,,,,gmaps_master,,https://www.google.com/maps/place/OFEX+COURIER/data=!4m7!3m6!1s0x104e0b284daf2e89:0x41e9587d6c395f7f!8m2!3d9.0678511!4d7.4464402!16s%2Fg%2F11rcnvmwdb!19sChIJiS6vTSgLThARf185bH1Y6UE?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,OFEX COURIER,Courier service,"Suit 36C, OFEX COURIER, Deo Gratias Plaza, Utako, Abuja 900108, Federal Capital Territory",{},,3.0,1.7,9.067851,7.44644,4.749424577748754e+18,,,Africa/Lagos,,0x104e0b284daf2e89:0x41e9587d6c395f7f,ChIJiS6vTSgLThARf185bH1Y6UE,,,,"{""id"":"""",""name"":""OFEX COURIER (Owner)"",""link"":""""}","{""borough"":""Utako"",""street"":""Suit 36C, Deo Gratias Plaza"",""city"":""Abuja"",""postal_code"":"""",""state"":""Federal Capital Territory"",""country"":""NG""}",,,
,,,,,,,,+237 6 98 77 19 68,,http://www.oriencotravels.com/,,,,,,,,,,,,,,,,,,,gmaps_master,,https://www.google.com/maps/place/Orienco+Travel+and+Tourism+Ltd/data=!4m7!3m6!1s0x104e0bf3c11efea7:0x8fc18601d0cc47fd!8m2!3d9.0628025!4d7.4637483!16s%2Fg%2F11nr3fp1_f!19sChIJp_4ewfMLThAR_UfM0AGGwY8?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,Orienco Travel and Tourism Ltd,Delivery service,"Zone 5, Orienco Travel and Tourism Ltd, 35 Khartoum Street, Wuse, zone 5, Abuja 500102, Federal Capital Territory","{""Friday"":[""8 am–6 pm""],""Monday"":[""8 am–6 pm""],""Saturday"":[""8 am–6 pm""],""Sunday"":[""8 am–1 pm""],""Thursday"":[""8 am–6 pm""],""Tuesday"":[""8 am–6 pm""],""Wednesday"":[""8 am–6 pm""]}",3F77+4F Abuja,0.0,0.0,9.062803,7.463748,1.035870796028499e+19,,,Africa/Lagos,,0x104e0bf3c11efea7:0x8fc18601d0cc47fd,ChIJp_4ewfMLThAR_UfM0AGGwY8,,,,"{""id"":""101694630867986733175"",""name"":""Orienco Travel and Tourism Ltd (Owner)"",""link"":""https://www.google.com/maps/contrib/101694630867986733175""}","{""borough"":""zone 5"",""street"":""Zone 5, 35 Khartoum Street, Wuse"",""city"":""Abuja"",""postal_code"":""500102"",""state"":""Federal Capital Territory"",""country"":""NG""}",,,
,,,,,,,,0705 084 3611,,,,,,,,,,,,,,,,,,,,,gmaps_master,,https://www.google.com/maps/place/Vartech+Electronics+and+Computers+Ltd/data=!4m7!3m6!1s0x4b52159fde07a591:0x9c05b607e30f3169!8m2!3d9.024256!4d7.449868!16s%2Fg%2F11z76dlsdt!19sChIJkaUH3p8VUksRaTEP4we2BZw?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,Vartech Electronics and Computers Ltd,Computer store,,{},,3.0,4.7,9.024256,7.449868,1.124259218979076e+19,,,Africa/Lagos,,0x4b52159fde07a591:0x9c05b607e30f3169,ChIJkaUH3p8VUksRaTEP4we2BZw,,,,"{""id"":""106712879715527507376"",""name"":""Vartech Electronics and Computers Ltd (Owner)"",""link"":""https://www.google.com/maps/contrib/106712879715527507376""}","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",,,
