id,name,businessName,sector,subSector,industry,location,district,phone,email,website,source,score,enrichmentLevel,validationStatus,createdAt,slug,socialLinks,enriched,folder,stage,whatsapp,keyPeople_name,keyPeople_title,keyPeople_email,keyPeople_linkedin,keyPeople_phone,keyPeople_source,_sources
ekesons-parcel-services-limited,Ekesons Parcel Services Limited,Ekesons Parcel Services Limited,Logistics,Courier/Freight/Logistics,Logistics,"Abuja, Nigeria",,+2348127912995,,,websearch Abuja logistics,50,basic,pending,2026-06-29,,,,,,NO,,,,,,,folder
nuelhe-multi-resource,Nuelhe Multi-Resource Solutions Ltd,Nuelhe Multi-Resource Solutions Ltd,Logistics,customs clearing,Logistics,"Lagos, Nigeria",,+2349066044298,contact@nuelhe-mrsl.com,https://nuelhe-mrsl.com,SearXNG specialized logistics,50,basic,pending,2026-06-30,,,,,,UNKNOWN,,,,,,,folder
reliance-freight-services,Reliance Freight Services,Reliance Freight Services,Logistics,Courier/Freight/Logistics,Logistics,"Abuja, Nigeria",,+23493148401,,,websearch Abuja logistics,50,basic,pending,2026-06-29,,,,,,NO,,,,,,,folder
dan-dollars-group-limited,Dan Dollars Group Limited,Dan Dollars Group Limited,Logistics,Courier/Freight/Logistics,Logistics,"Aba, Southeast Nigeria",,08036767569,,,SearXNG Southeast logistics,50,basic,pending,2026-06-30,,,,,,NO,,,,,,,folder
MG-768e7caf-171,Zenith Carex International,,Logistics,courier,,,Garki,+2347032114180,info@zenithcarex.com,zenithcarex.com,finelib.com,90,deep,valid,2026-06-18T18:20:24.879385,,,,,,YES,Dr. Adelana Olamilekan,Managing Director / CEO,info@zenithcarex.com,https://linkedin.com/in/adelana-olamilekan-4677601b,+2347032114180,website,folder; folder
happy-helpers,Happy Helpers,Happy Helpers,Logistics,Courier/Transport/Logistics,Logistics,"Abeokuta, Southwest Nigeria",,+2348064356821,,,websearch Southwest logistics,50,basic,pending,2026-06-29,,,,,,YES,,,,,,,folder
swish-nigeria,Swish Nigeria,Swish Nigeria,Logistics,Courier/Freight/Logistics,Logistics,"Abuja, Nigeria",,+2348068343602,,,websearch Abuja logistics,50,basic,pending,2026-06-29,,,,,,NO,,,,,,,folder
haul-affairs-logistics-nigeria-limited,Haul Affairs Logistics Nigeria Limited,Haul Affairs Logistics Nigeria Limited,Logistics,Freight Forwarding/Haulage,Logistics,"Lagos, Nigeria",,+2348062976558,info@haulaffairs.com,https://haulaffairs.com,websearch Lagos logistics,50,basic,pending,2026-06-29,,,,,,YES,,,,,,,folder
pellucid-prime-logistics,Pellucid Prime Logistics,Pellucid Prime,Logistics,Courier/Freight/Logistics,Logistics,"Owerri, Southeast Nigeria",,07062694448,,,SearXNG Southeast logistics,50,basic,pending,2026-06-30,,,,,,UNKNOWN,,,,,,,folder
nipost-totoro-branch,NIPOST Totoro Branch,NIPOST Totoro Branch,Logistics,Courier/Freight/Logistics,Logistics,"Abeokuta, Southwest Nigeria",,08079037402,,,SearXNG Southwest logistics,50,basic,pending,2026-06-30,,,,,,UNKNOWN,,,,,,,folder
MG-768e7caf-134,Asfranz Movers Ltd,,Logistics,logistics,,,Wuse 2,+2347064280114,asfranzmovers@gmail.com,https://asfranzmoversltd.com,finelib.com,90,deep,valid,2026-06-18T18:20:24.879385,,,,,,NO,,,,,,,folder; folder
MG-768e7caf-030,City Errands,,Logistics,courier,,,Lokogoma,+2347061111160,info@cityerrandsng.com,https://cityerrandsng.com/,corporate.org.ng,90,deep,valid,2026-06-18T18:20:24.879385,,,,,,YES,Owner / Founder,Founder / CEO,,,,websearch,folder
fortunecrest-services-limited,FortuneCrest Services Limited,FortuneCrest Services Limited,Logistics,cold chain,Logistics,"Port Harcourt, Nigeria",,+2349164792326,fortcrest@yahoo.com,https://fortunecrestng.com,SearXNG specialized logistics,50,basic,pending,2026-06-30,,,,,,YES,,,,,,,folder
ups-center-abuja,UPS Center Abuja,UPS Center Abuja,Logistics,Courier/Freight/Logistics,Logistics,"Abuja, Nigeria",,+2348157896287,,,websearch Abuja logistics,50,basic,pending,2026-06-29,,,,,,NO,,,,,,,folder
oloyede-and-sons-nigeria-enterprise,Oloyede and Sons Nigeria Enterprise,Oloyede and Sons Nigeria Enterprise,Logistics,Courier/Freight/Logistics,Logistics,"Abeokuta, Southwest Nigeria",,08066481626,,,SearXNG Southwest logistics,50,basic,pending,2026-06-30,,,,,,UNKNOWN,,,,,,,folder
cvi-logistics,CVI Logistics,CVI Logistics,Logistics,Courier/Freight/Logistics,Logistics,"Aba, Southeast Nigeria",,08104816445,,,SearXNG Southeast logistics,50,basic,pending,2026-06-30,,,,,,YES,,,,,,,folder
kj-cargo-and-logistics-services-ltd,KJ Cargo and Logistics Services Ltd,KJ Cargo and Logistics Services Ltd,Logistics,Cargo/Logistics,Logistics,"Lagos, Nigeria",,+2348133162212,,,websearch Lagos logistics,50,basic,pending,2026-06-29,,,,,,NO,,,,,,,folder
coastland-energy-logistics,Coastland Energy Logistics Limited,Coastland Energy Logistics Limited,Logistics,oil & gas,Logistics,"Lagos, Nigeria",,+23412916280,info@coastlandenergy.com,https://coastlandenergy.com,SearXNG specialized logistics,50,basic,pending,2026-06-30,,,,,,NO,,,,,,,folder
flux-logistix-and-self-storage,Flux Logistix & Self-Storage,Flux Logistix & Self-Storage,Logistics,Warehousing/3PL,Logistics,"Lagos, Nigeria",,+2349061985055,info@fluxselfstorage.com,https://fluxselfstorage.com,websearch Lagos logistics,50,basic,pending,2026-06-29,,,,,,YES,,,,,,,folder
MG-768e7caf-138,Fando Freight,,Logistics,logistics,,,Karu,+2347031658516,info@fandofreight.com,https://fandofreight.com,finelib.com,90,deep,valid,2026-06-18T18:20:24.879385,,,,,,NO,,,,,,,folder
interlog-group,International Logistics & Fulfillment Service Limited (Interlog Group),International Logistics & Fulfillment Service Limited,Logistics,3PL/Warehousing/Customs Clearance,Logistics,"Lagos, Nigeria",,+2348085853335,,https://interlog-ng.com,websearch Lagos logistics,50,basic,pending,2026-06-29,,,,,,YES,,,,,,,folder
MG-768e7caf-159,TraciFy,,Logistics,logistics,,,Wuse 2,+2349069074436,info@new.tracify.co,new.tracify.co,finelib.com,90,deep,valid,2026-06-18T18:20:24.879385,,,,,,YES,,,,,,,folder
kxpress-logistics,Kxpress Logistics,Kxpress Logistics,Logistics,Freight/Logistics,Logistics,"Calabar, South-South Nigeria",,+2348183460555,,,websearch South-South logistics,50,basic,pending,2026-06-29,,,,,,NO,,,,,,,folder
blu-sky-logistics,Blu Sky Logistics,Blu Sky Logistics,Logistics,Courier/Freight/Logistics,Logistics,"Ibadan, Southwest Nigeria",,08177194444,,,SearXNG Southwest logistics,50,basic,pending,2026-06-30,,,,,,NO,,,,,,,folder
MG-768e7caf-010,Auto-Best Trackers Nigeria 2,,Logistics,tracking,,,Lokogoma,+2348148202333,info@autobesttrackers.com.ng,https://autobesttrackers.com.ng/,corporate.org.ng,90,deep,valid,2026-06-18T18:20:24.879385,,,,,,NO,Saifullahi Adam Idris Tandama,Founder / CEO,,,+2348066804625,LinkedIn,folder
sprint-logistics,Sprint Logistics,Sprint Logistics,Logistics,Courier/Freight/Logistics,Logistics,"Ibadan, Southwest Nigeria",,07065430914,,,SearXNG Southwest logistics,50,basic,pending,2026-06-30,,,,,,UNKNOWN,,,,,,,folder
cargomark-investment,Cargomark Investment,Cargomark Investment,Logistics,Freight Forwarding,Logistics,"Kano, Northern Nigeria",,08033973316,,,websearch Northern logistics,50,basic,pending,2026-06-29,,,,,,YES,,,,,,,folder
motion-transport-limited,Motion Transport Limited,Motion Transport Limited,Logistics,Courier/Freight/Logistics,Logistics,"Enugu, Southeast Nigeria",,08091038676,,,SearXNG Southeast logistics,50,basic,pending,2026-06-30,,,,,,UNKNOWN,,,,,,,folder
buchdella-logistics-ltd,Buchdella Logistics LTD,Buchdella Logistics LTD,Logistics,Freight/Logistics,Logistics,"Port Harcourt, South-South Nigeria",,+2349098334188,,,websearch South-South logistics,50,basic,pending,2026-06-29,,,,,,NO,,,,,,,folder
kccl-kennie-o-cold-chain,Kennie-O Cold Chain Logistics (KCCL),Kennie-O Cold Chain Logistics (KCCL),Logistics,cold chain,Logistics,"Ilorin, Nigeria",,+2348034066920,info@kccl.com.ng,https://kccl.com.ng,SearXNG specialized logistics,50,basic,pending,2026-06-30,,,,,,+2348034066920,,,,,,,folder
chase-express-ilorin,Chase Express Ilorin,Chase Express Ilorin,Logistics,Courier/Freight/Logistics,Logistics,"Ilorin, Southwest Nigeria",,07064726287,,https://www.finelib.com/listing/Chase-Express/9679/,SearXNG Southwest logistics,50,basic,pending,2026-06-30,,,,,,NO,,,,,,,folder
bamidan-group,Bamidan Group,Bamidan Group,Logistics,Logistics,Logistics,"Kano, Northern Nigeria",,+2349082998479,,,websearch Northern logistics,50,basic,pending,2026-06-29,,,,,,NO,,,,,,,folder
gig-logistics-abakaliki,GIG Logistics Abakaliki,GIG Logistics,Logistics,Courier/Freight/Logistics,Logistics,"Abakaliki, Southeast Nigeria",,08139851120,,https://giglogistics.com,SearXNG Southeast logistics,50,basic,pending,2026-06-30,,,,,,NO,,,,,,,folder
globe-cab-services-limited,Globe Cab Services Limited,Globe Cab Services Limited,Logistics,Courier/Freight/Logistics,Logistics,"Abuja, Nigeria",,+2349087694000,,,websearch Abuja logistics,50,basic,pending,2026-06-29,,,,,,NO,,,,,,,folder
fut-transport-services,Fut Transport Services,Fut Transport Services,Logistics,Courier/Freight/Logistics,Logistics,"Minna, North-Central Nigeria",,08056833383,,,SearXNG North-Central logistics,50,basic,pending,2026-06-30,,,,,,NO,,,,,,,folder
sea-africa-group,Sea Africa Group,Sea Africa Group,Logistics,Logistics/Freight,Logistics,"Kano, Northern Nigeria",,07014149131,,,websearch Northern logistics,50,basic,pending,2026-06-29,,,,,,YES,,,,,,,folder
zodiak-freight-services-limited,Zodiak Freight Services Limited,Zodiak Freight Services Limited,Logistics,Freight Forwarding,Logistics,"Kano, Northern Nigeria",,+2348084848037,,,websearch Northern logistics,50,basic,pending,2026-06-29,,,,,,NO,,,,,,,folder
bestway-transport-ltd,Bestway Transport Ltd,Bestway Transport Ltd,Logistics,Transport/Logistics,Logistics,"Kano, Northern Nigeria",,+2347038587085,,,websearch Northern logistics,50,basic,pending,2026-06-29,,,,,,YES,,,,,,,folder
efk-world-logistics,EFK World Logistics,EFK World Logistics,Logistics,Freight & Logistics,Logistics,"Lagos, Nigeria",,+2348137161094,,,websearch Lagos logistics,50,basic,pending,2026-06-29,,,,,,YES,,,,,,,folder
lyks-logistics-and-express-delivery,LYKS Logistics and Express Delivery,LYKS Logistics and Express Delivery,Logistics,Courier/Freight/Logistics,Logistics,"Osogbo, Southwest Nigeria",,07032300354,,,SearXNG Southwest logistics,50,basic,pending,2026-06-30,,,,,,UNKNOWN,,,,,,,folder
ekenedilichukwu-express-ltd,Ekenedilichukwu Express Ltd,Ekenedilichukwu Express Ltd,Logistics,Freight/Logistics,Logistics,"Onitsha, South-South Nigeria",,+2347045559105,,,websearch South-South logistics,50,basic,pending,2026-06-29,,,,,,NO,,,,,,,folder
zido-logistics,Zido Logistics,Zido Logistics,Logistics,Freight & Cargo,Logistics,"Lagos, Nigeria",,+2348120908360,,,websearch Lagos logistics,50,basic,pending,2026-06-29,,,,,,NO,,,,,,,folder
fastlane-express-international-limited,Fastlane Express International Limited,Fastlane Express International Limited,Logistics,Courier/Freight/Logistics,Logistics,"Abuja, Nigeria",,+2348110175501,,,websearch Abuja logistics,50,basic,pending,2026-06-29,,,,,,NO,,,,,,,folder
adamu-transport-services,Adamu Transport Services,Adamu Transport Services,Logistics,Courier/Freight/Logistics,Logistics,"Minna, North-Central Nigeria",,08036368468,,,SearXNG North-Central logistics,50,basic,pending,2026-06-30,,,,,,YES,,,,,,,folder
autostar-executive-enugu,Autostar Executive Enugu,Autostar Executive Limited,Logistics,Courier/Freight/Logistics,Logistics,"Enugu, Southeast Nigeria",,07034511401,,,SearXNG Southeast logistics,50,basic,pending,2026-06-30,,,,,,YES,,,,,,,folder
trip-value-global-communication,Trip Value Global Communication,Trip Value Global Communication,Logistics,Courier/Freight/Logistics,Logistics,"Osogbo, Southwest Nigeria",,07066248683,,,SearXNG Southwest logistics,50,basic,pending,2026-06-30,,,,,,UNKNOWN,,,,,,,folder
crisp-international-limited,Crisp International Limited,Crisp International Limited,Logistics,Logistics,Logistics,"Kaduna, Northern Nigeria",,062-232357,,,websearch Northern logistics,50,basic,pending,2026-06-29,,,,,,NO,,,,,,,folder
young-riders-transport-services,Young Riders Transport Services,Young Riders Transport Services,Logistics,Courier/Freight/Logistics,Logistics,"Jos, North-Central Nigeria",,08069620900,,,SearXNG North-Central logistics,50,basic,pending,2026-06-30,,,,,,UNKNOWN,,,,,,,folder
eja-ice-ltd,Eja-Ice Ltd,Eja-Ice Ltd,Logistics,cold chain,Logistics,"Abuja, Nigeria",,+2348060327746,sales@ejaice.com,https://ejaice.com,SearXNG specialized logistics,50,basic,pending,2026-06-30,,,,,,YES,,,,,,,folder
soyo-line-transportation,Soyo Line Transportation,Soyo Line Transportation,Logistics,Courier/Freight/Logistics,Logistics,"Ado Ekiti, Southwest Nigeria",,08034791235,,,SearXNG Southwest logistics,50,basic,pending,2026-06-30,,,,,,UNKNOWN,,,,,,,folder
burcont-shipping-nigeria-limited,Burcont Shipping Nigeria Limited,Burcont Shipping Nigeria Limited,Logistics,Freight Forwarding/Project Logistics,Logistics,"Lagos, Nigeria",,+2347078381773,burconts@gmail.com,https://burcont.com,websearch Lagos logistics,50,basic,pending,2026-06-29,,,,,,YES,,,,,,,folder
servago-international,Servago International Limited,Servago International Limited,Logistics,maritime,Logistics,"Lagos, Nigeria",,+2348033613557,info@servagointl.com,https://servagointl.com,SearXNG specialized logistics,50,basic,pending,2026-06-30,,,,,,UNKNOWN,,,,,,,folder
ibadan-logistics,Ibadan Logistics,Ibadan Logistics,Logistics,Courier/Transport/Logistics,Logistics,"Ibadan, Southwest Nigeria",,+2348088200793,,http://www.ibadanlogistics.com,websearch Southwest logistics,50,basic,pending,2026-06-29,,,,,,YES,,,,,,,folder
raylab-global-resources-limited,Raylab Global Resources Limited,Raylab Global Resources Limited,Logistics,Courier/Transport/Logistics,Logistics,"Ibadan, Southwest Nigeria",,+2349078209952,,,websearch Southwest logistics,50,basic,pending,2026-06-29,,,,,,YES,,,,,,,folder
ois-medical-courier-services,OIS Medical Courier Services,OIS Medical Courier Services,Logistics,Courier/Freight/Logistics,Logistics,"Abuja, Nigeria",,+2348172887772,,,websearch Abuja logistics,50,basic,pending,2026-06-29,,,,,,NO,,,,,,,folder
plateau-express-services,Plateau Express Services,Plateau Express Services,Logistics,Transport/Courier,Logistics,"Jos, Northern Nigeria",,+2347035447337,,,websearch Northern logistics,50,basic,pending,2026-06-29,,,,,,NO,,,,,,,folder
logistics-pro,Logistics Pro,Logistics Pro,Logistics,Freight/Logistics,Logistics,"Uyo, South-South Nigeria",,+2348038701288,,,websearch South-South logistics,50,basic,pending,2026-06-29,,,,,,YES,,,,,,,folder
st-george-travel-and-logistics,St.George Travel and Logistics,St.George Travel and Logistics,Logistics,Courier/Transport/Logistics,Logistics,"Ibadan, Southwest Nigeria",,+2348166713448,,,websearch Southwest logistics,50,basic,pending,2026-06-29,,,,,,NO,,,,,,,folder
valuehandlers-international-limited,Valuehandlers International Limited,Valuehandlers International Limited,Logistics,Courier/Transport/Logistics,Logistics,"Ibadan, Southwest Nigeria",,+2349032054291,,,websearch Southwest logistics,50,basic,pending,2026-06-29,,,,,,NO,,,,,,,folder
taytop-haulage-and-logistics-ltd,Taytop Haulage and Logistics Ltd,Taytop Haulage and Logistics Ltd,Logistics,Courier/Transport/Logistics,Logistics,"Ibadan, Southwest Nigeria",,+2348023821865,,,websearch Southwest logistics,50,basic,pending,2026-06-29,,,,,,YES,,,,,,,folder
international-express-logistics-services-limited,International Express Logistics Services Limited,International Express Logistics Services Limited,Logistics,Express Logistics,Logistics,"Lagos, Nigeria",,+2348026069111,,,websearch Lagos logistics,50,basic,pending,2026-06-29,,,,,,YES,,,,,,,folder
rideon-transport,Rideon Transport,Rideon Transport,Logistics,Courier/Freight/Logistics,Logistics,"Enugu, Southeast Nigeria",,08108651021,,,SearXNG Southeast logistics,50,basic,pending,2026-06-30,,,,,,UNKNOWN,,,,,,,folder
mhya-integrated-services-limited,Mhya Integrated Services Limited,Mhya Integrated Services Limited,Logistics,Courier/Freight/Logistics,Logistics,"Abuja, Nigeria",,+2349095742228,,,websearch Abuja logistics,50,basic,pending,2026-06-29,,,,,,NO,,,,,,,folder
redoxcorp-shipping-and-logistics-limited,Redoxcorp Shipping & Logistics Limited,Redoxcorp Shipping & Logistics Limited,Logistics,Shipping/Logistics,Logistics,"Lagos, Nigeria",,+2349062832947,,,websearch Lagos logistics,50,basic,pending,2026-06-29,,,,,,NO,,,,,,,folder
gein-freight-and-logistics-services-ltd,GEIN Freight & Logistics Services LTD,GEIN Freight & Logistics Services LTD,Logistics,Freight/Logistics,Logistics,"Lagos, Nigeria",,+2348037437098,,,websearch Lagos logistics,50,basic,pending,2026-06-29,,,,,,YES,,,,,,,folder
banadel-logistics,Banadel Logistics,Banadel Logistics,Logistics,Courier/Transport/Logistics,Logistics,"Ibadan, Southwest Nigeria",,+2348166563812,,,websearch Southwest logistics,50,basic,pending,2026-06-29,,,,,,YES,,,,,,,folder
dhl-international-onitsha,DHL International Onitsha,DHL International Courier Services,Logistics,Courier/Freight/Logistics,Logistics,"Onitsha, Southeast Nigeria",,08039077000,,https://www.dhl.com,SearXNG Southeast logistics,50,basic,pending,2026-06-30,,,,,,NO,,,,,,,folder
oriad-global-investment,Oriad Global Investment Ltd,Oriad Global Investment Ltd,Logistics,customs clearing,Logistics,"Abuja, Nigeria",,+2348036198663,info@oriadcustoms.com,https://oriadcustoms.com,SearXNG specialized logistics,50,basic,pending,2026-06-30,,,,,,UNKNOWN,,,,,,,folder
two-logistics-and-solutions,Two Logistics and Solutions,Two Logistics and Solutions,Logistics,Courier/Freight/Logistics,Logistics,"Ibadan, Southwest Nigeria",,08120291422,,,SearXNG Southwest logistics,50,basic,pending,2026-06-30,,,,,,UNKNOWN,,,,,,,folder
nestello-group,Nestello Group,Nestello Group,Logistics,Courier/Freight/Logistics,Logistics,"Aba, Southeast Nigeria",,08030858205,,,SearXNG Southeast logistics,50,basic,pending,2026-06-30,,,,,,UNKNOWN,,,,,,,folder
bm-global-import-and-export-company-limited,BM Global Import and Export Company Limited,BM Global Import and Export Company Limited,Logistics,Customs Clearing/Logistics,Logistics,"Lagos, Nigeria",,08130010080,contacts@bmglobal.ng,https://bmglobal.ng,websearch Lagos logistics,50,basic,pending,2026-06-29,,,,,,YES,,,,,,,folder
aminu-transport-services,Aminu Transport Services,Aminu Transport Services,Logistics,Courier/Freight/Logistics,Logistics,"Lafia, North-Central Nigeria",,08108402033,,,SearXNG North-Central logistics,50,basic,pending,2026-06-30,,,,,,NO,,,,,,,folder
cranes-r-us-nigeria,Cranes R Us Nig. Ltd,Cranes R Us Nig. Ltd,Logistics,heavy haulage,Logistics,"Lagos, Nigeria",,+2347074528289,info@cranes-r-us.com,https://cranesrusng.com,SearXNG specialized logistics,50,basic,pending,2026-06-30,,,,,,NO,,,,,,,folder
transroyal-courier-sagamu,TransRoyal Courier Sagamu,TransRoyal Courier Sagamu,Logistics,Courier/Freight/Logistics,Logistics,"Sagamu, Southwest Nigeria",,08087189029,,,SearXNG Southwest logistics,50,basic,pending,2026-06-30,,,,,,UNKNOWN,,,,,,,folder
excellent-way-global-services-ltd,Excellent Way Global Services Ltd,Excellent Way Global Services Ltd,Logistics,Freight/Logistics,Logistics,"Onitsha, South-South Nigeria",,+2347025833363,,http://www.excellentwaycargo.com,websearch South-South logistics,50,basic,pending,2026-06-29,,,,,,YES,,,,,,,folder
bowagate-global,BowaGate Global Ltd,BowaGate Global Ltd,Logistics,freight,Logistics,"Lagos, Nigeria",,+2348147068472,,https://bowagateglobal.com,SearXNG specialized logistics,50,basic,pending,2026-06-30,,,,,,YES,,,,,,,folder
trancity-shuttle,TranCity Shuttle,TranCity Shuttle,Logistics,Courier/Transport/Logistics,Logistics,"Ilorin, Southwest Nigeria",,+2348171374067,,,websearch Southwest logistics,50,basic,pending,2026-06-29,,,,,,NO,,,,,,,folder
chriscontinental-enterprises-limited,Chriscontinental Enterprises Limited,Chriscontinental Enterprises Limited,Logistics,Logistics,Logistics,"Kano, Northern Nigeria",,08038857866,,,websearch Northern logistics,50,basic,pending,2026-06-29,,,,,,NO,,,,,,,folder
nes-shipping-limited,NES Shipping Limited,NES Shipping Limited,Logistics,Freight Forwarding/Shipping Agency,Logistics,"Lagos, Nigeria",,+2347061842497,info@nesshipping.com,https://nesshipping.com,websearch Lagos logistics,50,basic,pending,2026-06-29,,,,,,YES,,,,,,,folder
izu-courier-service,Izu Courier Service,Izu Courier Service,Logistics,Courier/Freight/Logistics,Logistics,"Aba, Southeast Nigeria",,08038924799,,,SearXNG Southeast logistics,50,basic,pending,2026-06-30,,,,,,UNKNOWN,,,,,,,folder
ekesons-parcel-services-owerri,Ekesons Parcel Services Owerri,Ekesons Parcel Services Ltd,Logistics,Courier/Freight/Logistics,Logistics,"Owerri, Southeast Nigeria",,07088685003,,https://www.epsng.org,SearXNG Southeast logistics,50,basic,pending,2026-06-30,,,,,,NO,,,,,,,folder
easy-delivery-abeokuta,Easy Delivery Abeokuta,Easy Delivery Abeokuta,Logistics,Courier/Freight/Logistics,Logistics,"Abeokuta, Southwest Nigeria",,08136225341,,,SearXNG Southwest logistics,50,basic,pending,2026-06-30,,,,,,YES,,,,,,,folder
charlesbonart-nigeria,CharlesBonart Nig Ltd,CharlesBonart Nig Ltd,Logistics,customs clearing,Logistics,"Lagos, Nigeria",,+2348036469098,charlesbonart@gmail.com,https://charlesbonart.com,SearXNG specialized logistics,50,basic,pending,2026-06-30,,,,,,YES,,,,,,,folder
bondwell-group,Bondwell Group,Bondwell Group,Logistics,Logistics/Courier,Logistics,"Awka, South-South Nigeria",,+2348036805836,,https://bondwellgroup.com,websearch South-South logistics,50,basic,pending,2026-06-29,,,,,,YES,,,,,,,folder
goldpark-logistics-limited,Goldpark Logistics Limited,Goldpark Logistics Limited,Logistics,Logistics/Warehousing,Logistics,"Lagos, Nigeria",,+2348052239281,,,websearch Lagos logistics,50,basic,pending,2026-06-29,,,,,,YES,,,,,,,folder
emmanuelz-logistics,Emmanuelz Logistics,Emmanuelz Logistics,Logistics,Courier/Transport/Logistics,Logistics,"Abeokuta, Southwest Nigeria",,+2348025060873,,,websearch Southwest logistics,50,basic,pending,2026-06-29,,,,,,YES,,,,,,,folder
happy-helpers-abeokuta,Happy Helpers Abeokuta,Happy Helpers Abeokuta,Logistics,Courier/Freight/Logistics,Logistics,"Abeokuta, Southwest Nigeria",,08064356821,,,SearXNG Southwest logistics,50,basic,pending,2026-06-30,,,,,,YES,,,,,,,folder
tres-freight,Tres Freight,Tres Freight,Logistics,Freight Forwarding/Air & Ocean Freight,Logistics,"Lagos, Nigeria",,+2348039868130,info@tresfreight.com,https://tresfreight.com,websearch Lagos logistics,50,basic,pending,2026-06-29,,,,,,YES,,,,,,,folder
african-haulage-and-distribution-limited,African Haulage & Distribution Limited,African Haulage & Distribution Limited,Logistics,Haulage/Distribution,Logistics,"Lagos, Nigeria",,+2348129938404,,https://africanhaulage.com,websearch Lagos logistics,50,basic,pending,2026-06-29,,,,,,NO,,,,,,,folder
transroyal-courier,TransRoyal Courier,TransRoyal Courier,Logistics,Courier/Freight/Logistics,Logistics,"Abuja, Nigeria",,+2347015825903,,,websearch Abuja logistics,50,basic,pending,2026-06-29,,,,,,NO,,,,,,,folder
neon-integrated-logistics,Neon Integrated Logistics,Neon Integrated Logistics,Logistics,freight,Logistics,"Lagos, Nigeria",,+2348087160886,,https://neonlogistic.com,SearXNG specialized logistics,50,basic,pending,2026-06-30,,,,,,+2348087160886,,,,,,,folder
MG-768e7caf-170,Wibe Delivery Services,,Logistics,courier,,,Dei Dei,+2348065075805,info@wibeng.com,https://www.wibeng.com,finelib.com,90,deep,valid,2026-06-18T18:20:24.879385,,,,,,YES,Emmanuel Fawibe (Oluwawibe Emmanuel),M.D/CEO,info@wibeng.com,https://linkedin.com/in/oluwawibe-emmanuel,+2348065075805,LinkedIn,folder
khasa-a-ventures,Khasa A Ventures,Khasa A Ventures,Logistics,Courier/Logistics,Logistics,"Minna, Northern Nigeria",,08120111278,,,websearch Northern logistics,50,basic,pending,2026-06-29,,,,,,NO,,,,,,,folder
bhn-logistics-limited,BHN Logistics Limited,BHN Logistics Limited,Logistics,Courier/Freight/Logistics,Logistics,"Ibafo, Southwest Nigeria",,08055096647,,,SearXNG Southwest logistics,50,basic,pending,2026-06-30,,,,,,YES,,,,,,,folder
MG-768e7caf-148,SwiftCity Nigeria Ltd,,Logistics,logistics,,,Wuse 2,+2347085792794,info@swiftcityng.com,https://swiftcityng.com,finelib.com,90,deep,valid,2026-06-18T18:20:24.879385,,,,,,NO,,,,,,,folder
midas-express-shipping,Midas Express Shipping & Freight,Midas Express Shipping & Freight,Logistics,freight,Logistics,"Lagos, Nigeria",,+2347025004984,,https://midasshipping.com,SearXNG specialized logistics,50,basic,pending,2026-06-30,,,,,,+2347025004984,,,,,,,folder
MG-768e7caf-137,Chase Express Services Limited,,Logistics,logistics,,,Wuse 2,+2348184166289,info@chaseexpressng.com,https://chaseexpressng.com,finelib.com,90,deep,valid,2026-06-18T18:20:24.879385,,,,,,YES,Benjamin Okoh,Managing Director,,https://linkedin.com/in/benjamin-okoh-884b75326,,websearch,folder
prose-integrated-ltd,Prose Integrated Ltd,Prose Integrated Ltd,Logistics,Courier/Freight/Logistics,Logistics,"Abuja, North-Central Nigeria",,08053155515,,,SearXNG North-Central logistics,50,basic,pending,2026-06-30,,,,,,UNKNOWN,,,,,,,folder
fortune-global-shipping-and-logistics-limited,Fortune Global Shipping and Logistics Limited,Fortune Global Shipping and Logistics Limited,Logistics,Freight Forwarding/Warehousing,Logistics,"Lagos, Nigeria",,+2348149687490,,https://fglobalshipping.com,websearch Lagos logistics,50,basic,pending,2026-06-29,,,,,,NO,,,,,,,folder
penchin-global-services,Penchin Global Services Limited,Penchin Global Services Limited,Logistics,oil & gas,Logistics,"Port Harcourt, Nigeria",,+2347043000078,info@penchingroup.com,https://penchingroup.com,SearXNG specialized logistics,50,basic,pending,2026-06-30,,,,,,UNKNOWN,,,,,,,folder
asap-pickup-and-deliveries,Asap Pickup and Deliveries,Asap Pickup and Deliveries,Logistics,Courier/Freight/Logistics,Logistics,"Abuja, Nigeria",,+2348179000002,,,websearch Abuja logistics,50,basic,pending,2026-06-29,,,,,,NO,,,,,,,folder
skyfots-global-logistics,SkyFots Global Logistics,SkyFots Global Logistics,Logistics,Courier/Freight/Logistics,Logistics,"Ibadan, Southwest Nigeria",,08026148026,,,SearXNG Southwest logistics,50,basic,pending,2026-06-30,,,,,,UNKNOWN,,,,,,,folder
porter-express,Porter Express,Porter Express,Logistics,Courier/Freight/Logistics,Logistics,"Abuja, Nigeria",,+2347040200006,,,websearch Abuja logistics,50,basic,pending,2026-06-29,,,,,,NO,,,,,,,folder
satund-international-logistics,Satund International Logistics,Satund International Logistics,Logistics,Clearing & Forwarding,Logistics,"Calabar, South-South Nigeria",,+2348173319366,,,websearch South-South logistics,50,basic,pending,2026-06-29,,,,,,NO,,,,,,,folder
freightliner-logistics-services,Freightliner Logistics Services Ltd,Freightliner Logistics Services Ltd,Logistics,freight,Logistics,"Lagos, Nigeria",,+2349152194151,info@freightlinerlogistics.com,https://freightlinerlogistics.com,SearXNG specialized logistics,50,basic,pending,2026-06-30,,,,,,NO,,,,,,,folder
